method,clusters,router,setting_id,repetitions,top_k,probes,start_depth,candidate_target,stop_when_exact,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,leaf_size,node_budget,prefer_deeper_ties,exploration,seed
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0046,1,5,9,,,,3000,3,True,True,0.992,0.06291699537541717,0.21221105780568905,262.6010707608657,0.06333299825200811,0.061291997553780675,0.06412500806618482,10460464,71925760,1544.457,150.058,65766.94,11493.883,0.0,0.0,0.0,128,8192,True,0,42
branch,16,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-16-seed42,final-s0058,1,7,9,,,,3000,3,True,True,0.991,0.06693750765407458,0.2417937568679915,296.5308994753286,0.06650050636380911,0.06597950414288789,0.06822900468250737,10460464,71925760,1839.71,165.242,71260.868,13803.466,0.0,0.0,0.0,128,1024,True,0,42
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0072,1,15,22,,,,3000,3,True,True,0.8005333333333333,0.02795799809973687,0.033960099972318844,85.71176763507538,0.027874993975274265,0.027874993975274265,0.028124995878897607,8366896,78118912,2975.703,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0075,1,15,50,,,,3000,3,True,True,0.9013333333333333,0.04720799915958196,0.056083008530549705,144.15991526038852,0.04774999979417771,0.04624999564839527,0.047790999815333635,8366896,78118912,6752.21,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0078,1,15,91,,,,3000,3,True,True,0.9500666666666666,0.07525000546593219,0.08741605270188302,228.90761811868288,0.07579100201837718,0.07420899055432528,0.07589549932163209,8366896,78118912,12258.41,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0081,1,15,272,,,,3000,3,True,True,0.99,0.19929150585085154,0.22404405026463792,600.7259825419169,0.1992920006159693,0.19618750229710713,0.201520997507032,8366896,78118912,36486.821,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0084,1,20,24,,,,3000,3,True,True,0.80445,0.030458002584055066,0.03596010137698612,92.74661974632181,0.030125003831926733,0.029749993700534105,0.031208008294925094,8366896,78118912,3245.004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0087,1,20,53,,,,3000,3,True,True,0.90055,0.050875009037554264,0.060877098439959795,155.37388656230178,0.05066698940936476,0.050374997954349965,0.051750001148320735,8366896,78118912,7154.509,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0059,1,7,223,0,0,True,3000,3,True,True,0.99,0.16662500274833292,0.18925625045085323,503.48410388687626,0.16710400086594746,0.1647909957682714,0.16829150263220072,10458620,77479936,29937.305,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0062,1,10,20,0,0,True,3000,3,True,True,0.801,0.02562499139457941,0.030711044382769604,78.32186117593665,0.025666493456810713,0.02520800626371056,0.025834000553004444,10458620,77479936,2705.636,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0065,1,10,45,0,0,True,3000,3,True,True,0.9009,0.043104497308377177,0.05095799861010164,131.3575144013157,0.043249994632788,0.042541993025224656,0.04354149859864265,10458620,77479936,6077.925,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0068,1,10,84,0,0,True,3000,3,True,True,0.95,0.07008299871813506,0.0821270492451731,213.03283830638975,0.07018750329734758,0.06874999962747097,0.07137499051168561,10458620,77479936,11326.941,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0071,1,10,243,0,0,True,3000,3,True,True,0.99,0.1780419988790527,0.20167325419606638,538.3014109975193,0.17810400458984077,0.1768334986991249,0.17912500334205106,10458620,77479936,32612.65,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0074,1,15,22,0,0,True,3000,3,True,True,0.8005333333333333,0.027999994927085936,0.034249999589519575,85.65771733992733,0.027958507416769862,0.027937501727137715,0.02808299905154854,10458620,77479936,2975.703,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0090,1,20,98,,,,3000,3,True,True,0.9502,0.08245800563599914,0.09620799391996115,250.4720628639916,0.08135449752444401,0.08083299326244742,0.08504200377501547,8366896,77955072,13196.612,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0093,1,20,280,,,,3000,3,True,True,0.99005,0.2095835006912239,0.23812709405319765,633.3425988414092,0.20883350225631148,0.2028539965976961,0.21729150466853753,8366896,77955072,37553.53,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0096,1,30,26,,,,3000,3,True,True,0.8015,0.0329999893438071,0.03954315252485684,100.64868972403929,0.03258300421293825,0.03233300230931491,0.034249998861923814,8366896,77955072,3515.834,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0099,1,30,58,,,,3000,3,True,True,0.9012666666666667,0.05612500535789877,0.06620804851991124,170.50535793532617,0.055415992392227054,0.05416599742602557,0.05816649354528636,8366896,77955072,7829.971,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0102,1,30,105,,,,3000,3,True,True,0.9503333333333334,0.09308350854553282,0.1064621996192727,281.8423955322942,0.09212500299327075,0.09104200580623001,0.0959585013333708,8366896,77955072,14137.271,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0105,1,30,292,,,,3000,3,True,True,0.99,0.21495900000445545,0.24367229998460968,649.1472436173353,0.21100050071254373,0.21014550293330103,0.22293750225799158,8366896,77955072,39158.445,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0002,1,1,16,1,0,True,3000,3,True,True,0.803,0.022625012206844985,0.027333057369105518,69.21940634492785,0.02245799987576902,0.021833002392668277,0.02358300844207406,10458620,77217792,1783.422,0.0,0.0,0.0,1.364,32.0,0.636,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0005,1,1,35,1,0,True,3000,3,True,True,0.901,0.036165991332381964,0.04391599286464043,109.34155454742722,0.035958000808022916,0.0348544999724254,0.03766699956031516,10458620,77217792,3803.984,0.0,0.0,0.0,1.352,70.0,0.648,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0008,1,1,67,1,0,True,3000,3,True,True,0.95,0.057416007621213794,0.07158510998124255,174.59253025299404,0.05704199429601431,0.056832999689504504,0.05837500066263601,10458620,77217792,7148.419,0.0,0.0,0.0,1.345,134.0,0.655,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0014,1,2,16,0,0,True,3000,3,True,True,0.8,0.021750005544163287,0.025375004042871296,66.55061784840655,0.02179149305447936,0.02116700488841161,0.022541498765349388,10458620,77217792,2166.455,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0017,1,2,36,0,0,True,3000,3,True,True,0.9025,0.03629199636634439,0.04266700125299394,110.30130775179714,0.036124998587183654,0.0347085006069392,0.037707999581471086,10458620,77217792,4868.495,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0020,1,2,67,1,0,True,3000,3,True,True,0.95,0.06016650149831548,0.07342224853346122,181.59228384320159,0.059520498325582594,0.05829200381413102,0.06304150156211108,10458620,77217792,7572.215,0.0,0.0,0.0,1.464,134.0,0.536,,,,,
