setting_id,method,router,clusters,probes,leaf_size,node_budget,key_bits,recall,p50_ms,process_p50_min_ms,process_p50_max_ms,mean_scored,mean_split_words,mean_leaf_words,mean_key_lookups,logical_index_bytes,lifetime_peak_bytes,complete_processes,qualified
setting-009,branch,ivf,256,12,128,256,0,0.15785,0.13852096162736416,0.13852096162736416,0.13852096162736416,864.345,16127.26,877.34,0.0,72272384,191987712,1,True
setting-127,keys,ivf,8192,8192,0,0,8,1.0,108.10883343219757,108.10883343219757,108.10883343219757,1000000.0,0.0,0.0,2097152.0,44062680,172687360,1,True
setting-049,branch,ivf,4096,72,128,256,0,0.0478,0.15545845963060856,0.15545845963060856,0.15545845963060856,846.965,1134.51,23.505,0.0,76110336,208355328,1,True
setting-088,scan,ivf,8192,127,0,0,0,0.8004,0.6214166060090065,0.6214166060090065,0.6214166060090065,15614.785,0.0,0.0,0.0,40000000,190791680,1,True
setting-119,keys,ivf,8192,2440,0,0,8,0.99,26.200083550065756,26.200083550065756,26.200083550065756,295858.36,0.0,0.0,624640.0,44062680,172802048,1,True
setting-065,branch,ivf,4096,467,128,256,0,0.03345,0.2695629373192787,0.2695629373192787,0.2695629373192787,1614.27,1081.35,30.08,0.0,76110336,220348416,1,True
setting-046,keys,ivf,256,256,0,0,4,1.0,28.66760455071926,28.66760455071926,28.66760455071926,1000000.0,0.0,0.0,4096.0,40038700,140673024,1,True
setting-016,scan,ivf,256,29,0,0,0,0.90195,3.1309789046645164,3.1309789046645164,3.1309789046645164,118453.375,0.0,0.0,0.0,40000000,158531584,1,True
setting-043,branch,ivf,256,256,512,0,0,1.0,59.34999976307154,59.34999976307154,59.34999976307154,1000000.0,406761.855,393268.125,0.0,72272384,192282624,1,True
setting-071,keys,ivf,4096,467,0,0,8,0.95005,6.223582895472646,6.223582895472646,6.223582895472646,114476.795,0.0,0.0,119552.0,42797700,160874496,1,True
setting-059,branch,ivf,4096,211,512,0,0,0.9,1.5528122894465923,1.5528122894465923,1.5528122894465923,52163.9,57.72,949.31,0.0,76110336,208257024,1,True
setting-085,keys,ivf,4096,4096,0,0,1,1.0,29.423292260617018,29.423292260617018,29.423292260617018,1000000.0,0.0,0.0,8192.0,40158080,152879104,1,True
setting-081,branch,ivf,4096,4096,128,256,0,0.03345,0.6591044366359711,0.6591044366359711,0.6591044366359711,1614.27,1081.35,30.08,0.0,76110336,220364800,1,True
setting-019,branch,ivf,256,29,512,0,0,0.90195,6.842583417892456,6.842583417892456,6.842583417892456,118453.375,55883.225,53786.535,0.0,72272384,192086016,1,True
setting-098,branch,ivf,8192,353,128,1024,0,0.6217,1.2804579455405474,1.2804579455405474,1.2804579455405474,29843.14,2214.68,812.75,0.0,80310784,231522304,1,True
setting-054,keys,ivf,4096,72,0,0,4,0.80005,0.6636662874370813,0.6636662874370813,0.6636662874370813,18106.705,0.0,0.0,1152.0,40460980,153993216,1,True
setting-086,keys,ivf,4096,4096,0,0,4,1.0,36.11581237055361,36.11581237055361,36.11581237055361,1000000.0,0.0,0.0,65536.0,40460980,154124288,1,True
setting-018,branch,ivf,256,29,128,1024,0,0.66775,1.5193745493888855,1.5193745493888855,1.5193745493888855,11443.26,53670.605,14638.795,0.0,72272384,192217088,1,True
setting-072,scan,ivf,4096,1330,0,0,0,0.99,9.184333495795727,9.184333495795727,9.184333495795727,325353.42,0.0,0.0,0.0,40000000,183140352,1,True
