method,clusters,router,setting_id,top_k,probes,repetitions,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,original_setting_id,source_study,source_folder,source_ram_budget_bytes,router_stored_fields_bytes,stored_fields_with_router_bytes,mean_opened_rows,opened_rows_scan_setting_id,target,repeat_status,repeat_setting_id,repeat_p50_ms,repeat_p95_ms,repeat_recall,repeat_meets_target,repeat_process_p50_min_ms,repeat_process_p50_max_ms,leaf_size,node_budget,exploration,seed,start_depth,candidate_target,reasons,source_setting_ids
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00423,1,6,1,1000,1,True,True,0.956,0.5381664996093605,0.6125994000285573,540.7331649930711,0.5381664996093605,0.5381664996093605,0.5381664996093605,154865432,380452864,890.047,6.0,0.0,16.922,0.0,0.0,0.0,main-s00423,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,171675416,890.047,qwen-quora-d1024::main-s00393,0.95,qualified,qwen-quora-d1024::main-s00423,0.5398539997258922,0.6162562529425486,0.956,True,0.5386254997574724,0.5420210000011139,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00020,1,6,1,1000,1,True,True,0.956,0.48768749911687337,0.5634041506709764,491.18509298205026,0.48768749911687337,0.48768749911687337,0.48768749911687337,73210340,246939648,890.047,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d1024-followup-s00020,qwen-quora-d1024-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024-followup,32000000000,16809984,90020324,890.047,qwen-quora-d1024::main-s00393,0.95,qualified,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00020,0.4885415000899229,0.5633351000142284,0.956,True,0.485791500977939,0.4916039997624466,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00393', 'target': 0.95}]",['main-s00393']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00394,1,33,1,1000,1,True,True,0.99,1.2141670003984473,1.4147562505058886,1218.9330740238802,1.2141670003984473,1.2141670003984473,1.2141670003984473,71118616,293748736,4558.183,0.0,0.0,0.0,0.0,0.0,0.0,main-s00394,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,87928600,4558.183,qwen-quora-d1024::main-s00394,0.99,qualified,qwen-quora-d1024::main-s00394,1.2158749996160623,1.415277100750245,0.99,True,1.213896000990644,1.2193750008009374,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00426,1,33,1,1000,1,True,True,0.99,1.2640000013561803,1.4599902012378152,1269.1525500031275,1.2640000013561803,1.2640000013561803,1.2640000013561803,154865432,380452864,4558.183,33.0,0.0,87.67,0.0,0.0,0.0,main-s00426,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,171675416,4558.183,qwen-quora-d1024::main-s00394,0.99,qualified,qwen-quora-d1024::main-s00426,1.274395501241088,1.4789378481509627,0.99,True,1.2689579980360577,1.27710400010983,2048,512,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00021,1,33,1,1000,1,True,True,0.99,1.2170835016149795,1.4142583468128578,1222.9080080032873,1.2170835016149795,1.2170835016149795,1.2170835016149795,73210340,246775808,4558.183,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d1024-followup-s00021,qwen-quora-d1024-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024-followup,32000000000,16809984,90020324,4558.183,qwen-quora-d1024::main-s00394,0.99,qualified,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00021,1.217375000123866,1.4177496475895166,0.99,True,1.2060624994774116,1.2267915008123964,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394']
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,qwen-quora-d1024::main-s00222,100,2,1,1000,1,True,True,0.59931,0.33041650112863863,0.45896220035501756,340.2685130495229,0.33041650112863863,0.33041650112863863,0.33041650112863863,71118616,261341184,1149.348,0.0,0.0,0.0,0.0,0.0,0.0,main-s00222,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,4202496,75321112,1149.348,qwen-quora-d1024::main-s00222,0.5,qualified,qwen-quora-d1024::main-s00222,0.3289380001660902,0.45692529783991626,0.59931,True,0.3274374994362006,0.3314374989713542,,,,,,,,
branch,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,qwen-quora-d1024::main-s00278,100,2,1,1000,1,True,True,0.59931,0.37539599998126505,0.505372600582632,385.5465780088707,0.37539599998126505,0.37539599998126505,0.37539599998126505,142200600,333643776,1149.348,2.0,0.0,18.945,0.0,0.0,0.0,main-s00278,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,4202496,146403096,1149.348,qwen-quora-d1024::main-s00222,0.5,qualified,qwen-quora-d1024::main-s00278,0.3749169991351664,0.5049642495578155,0.59931,True,0.3736460002983222,0.3771250012505334,2048,512,0,42,,,,
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-1024-seed42,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00022,100,2,1,1000,1,True,True,0.59931,0.32922900209086947,0.4596059530740604,338.18684695870616,0.32922900209086947,0.32922900209086947,0.32922900209086947,73210340,220676096,1149.348,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d1024-followup-s00022,qwen-quora-d1024-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024-followup,32000000000,4202496,77412836,1149.348,qwen-quora-d1024::main-s00222,0.5,qualified,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00022,0.33177050136146136,0.46318270124174876,0.59931,True,0.33081249966926407,0.3325005018268712,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00222', 'target': 0.5}]",['main-s00222']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00403,100,15,1,1000,1,True,True,0.80501,0.7540629994764458,0.8760523987803026,759.8248469912505,0.7540629994764458,0.7540629994764458,0.7540629994764458,71118616,293748736,2132.107,0.0,0.0,0.0,0.0,0.0,0.0,main-s00403,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,87928600,2132.107,qwen-quora-d1024::main-s00403,0.8,qualified,qwen-quora-d1024::main-s00403,0.7622709981660591,0.888419048533251,0.80501,True,0.7619374991918448,0.7624375011801021,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00463,100,15,1,1000,1,True,True,0.80501,0.8067704993663938,0.9314726001321105,811.136565025663,0.8067704993663938,0.8067704993663938,0.8067704993663938,154865432,380452864,2132.107,15.0,0.0,40.819,0.0,0.0,0.0,main-s00463,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,171675416,2132.107,qwen-quora-d1024::main-s00403,0.8,qualified,qwen-quora-d1024::main-s00463,0.8116244989651022,0.9361270978843095,0.80501,True,0.8049170010053786,0.8164579994627275,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00023,100,15,1,1000,1,True,True,0.80501,0.757333500587265,0.8825773973512696,761.3499169892748,0.757333500587265,0.757333500587265,0.757333500587265,73210340,247136256,2132.107,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d1024-followup-s00023,qwen-quora-d1024-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024-followup,32000000000,16809984,90020324,2132.107,qwen-quora-d1024::main-s00403,0.8,qualified,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00023,0.7593959981022635,0.8843917001286171,0.80501,True,0.7573540024168324,0.7624380014021881,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00404,100,57,1,1000,1,True,True,0.90021,1.8518540009608842,2.1285232497575635,1859.2434899946966,1.8518540009608842,1.8518540009608842,1.8518540009608842,71118616,293748736,7737.498,0.0,0.0,0.0,0.0,0.0,0.0,main-s00404,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,87928600,7737.498,qwen-quora-d1024::main-s00404,0.9,qualified,qwen-quora-d1024::main-s00404,1.8827084986696718,2.1711048009819933,0.90021,True,1.880124998933752,1.8851875011023367,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00467,100,57,1,1000,1,True,True,0.90021,1.938145999702101,2.2227497007406782,1949.0969809976377,1.938145999702101,1.938145999702101,1.938145999702101,154865432,380452864,7737.498,57.0,0.0,149.274,0.0,0.0,0.0,main-s00467,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,171675416,7737.498,qwen-quora-d1024::main-s00404,0.9,qualified,qwen-quora-d1024::main-s00467,1.9375625015527476,2.2223107514946605,0.90021,True,1.9301459997222992,1.9458965016383445,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00024,100,57,1,1000,1,True,True,0.90021,1.8720625012065284,2.150085402718105,1878.0117360656732,1.8720625012065284,1.8720625012065284,1.8720625012065284,73210340,247136256,7737.498,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d1024-followup-s00024,qwen-quora-d1024-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024-followup,32000000000,16809984,90020324,7737.498,qwen-quora-d1024::main-s00404,0.9,qualified,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00024,1.8729584971879376,2.1506836483240477,0.90021,True,1.8654585001058877,1.8831870002031792,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00404', 'target': 0.9}]",['main-s00404']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00405,100,170,1,1000,1,True,True,0.95004,4.8352084995713085,5.391848549970746,4838.211244006743,4.8352084995713085,4.8352084995713085,4.8352084995713085,71118616,293748736,22585.081,0.0,0.0,0.0,0.0,0.0,0.0,main-s00405,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,87928600,22585.081,qwen-quora-d1024::main-s00405,0.95,qualified,qwen-quora-d1024::main-s00405,4.861207999056205,5.426615199939987,0.95004,True,4.845937499339925,4.873374999078806,,,,,,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00471,100,170,1,1000,1,True,True,0.95004,4.90793799963285,5.4780500000561005,4920.748958045806,4.90793799963285,4.90793799963285,4.90793799963285,154865432,380452864,22585.081,170.0,0.0,437.165,0.0,0.0,0.0,main-s00471,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,171675416,22585.081,qwen-quora-d1024::main-s00405,0.95,qualified,qwen-quora-d1024::main-s00471,4.918625500067719,5.518424400906952,0.95004,True,4.902771497654612,4.9306665005133254,2048,8192,0,42,,,,
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00025,100,170,1,1000,1,True,True,0.95004,4.831562502658926,5.388710099396121,4835.095461061428,4.831562502658926,4.831562502658926,4.831562502658926,73210340,247136256,22585.081,0.0,0.0,0.0,1.0,0.0,0.0,qwen-quora-d1024-followup-s00025,qwen-quora-d1024-followup,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024-followup,32000000000,16809984,90020324,22585.081,qwen-quora-d1024::main-s00405,0.95,qualified,qwen-quora-d1024-followup::qwen-quora-d1024-followup-s00025,4.841208501602523,5.398469050669519,0.95004,True,4.812478999156156,4.869458500252222,,,,,0,0,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00405', 'target': 0.95}]",['main-s00405']
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d1024/routers/ivf-4096-seed42,qwen-quora-d1024::main-s00406,100,874,1,1000,1,True,True,0.99,22.903645499354752,24.224450650490326,22894.36899694374,22.903645499354752,22.903645499354752,22.903645499354752,71118616,293748736,113571.472,0.0,0.0,0.0,0.0,0.0,0.0,main-s00406,qwen-quora-d1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/.worktrees/optima-study/results/prefix-study-2026-09-13/qwen-quora-d1024,32000000000,16809984,87928600,113571.472,qwen-quora-d1024::main-s00406,0.99,qualified,qwen-quora-d1024::main-s00406,22.86314600132755,24.17616634957085,0.99,True,22.747708500901354,22.91672949831991,,,,,,,,
