setting_id,documents,method,router,clusters,probes,node_budget,leaf_size,key_bits,candidate_target,exploration,seeds,recall,recall_low,p50_ms,p95_ms,sources,lifetime_peak_bytes
s0237,1000000,branch,direct,2048,1639,0,320,0,0,0,0,0.9,0.8718671874999999,11.443395633250475,11.741922330111265,1,220020736
s0238,1000000,branch,ivf,256,149,0,1000000,0,0,0,0,0.8003125,0.7853125,15.107687562704086,15.814851969480515,1,191430656
s0239,1000000,branch,direct,256,165,0,1000000,0,0,0,0,0.80375,0.7596875,16.865395475178957,17.746469005942345,1,191201280
s0240,1000000,keys,direct,2048,1639,0,0,1,0,0,0,0.9,0.8725,24.153354112058878,25.456745550036427,1,144343040
s0241,1000000,scan,direct,2048,1639,0,0,0,0,0,0,0.9,0.8731171875,22.182062035426497,22.528765350580215,1,184942592
s0242,1000000,branch,direct,1024,634,0,128,0,0,0,0,0.800625,0.7521875,3.710812423378229,4.232220654375851,1,211599360
s0243,1000000,branch,direct,16,12,0,1000000,0,0,0,0,0.8115625,0.7821875,19.372333539649844,20.753235346637666,1,168132608
s0244,1000000,keys,direct,8192,4987,0,0,1,0,0,0,0.8,0.744046875,20.005417056381702,20.30588921625167,1,148406272
s0245,1000000,branch,none,1,1,0,1280,0,0,0,0,1.0,1.0,0.27206260710954666,0.38256244733929634,1,185647104
s0246,1000000,branch,ivf,256,213,0,1000000,0,0,0,0,0.9525,0.943125,21.677291486412287,22.88282043300569,1,191578112
s0247,1000000,keys,direct,2048,1817,0,0,1,0,0,0,0.95,0.9353125,25.065250229090452,25.41397139430046,1,144293888
s0248,1000000,keys,direct,1024,914,0,0,4,0,0,0,0.9503125,0.9346796875,28.462354326620698,29.212350072339177,1,142049280
s0249,1000000,keys,direct,8192,6414,0,0,1,0,0,0,0.9,0.872171875,26.436208514496684,27.689468953758478,1,148176896
s0250,1000000,keys,direct,4096,3652,0,0,1,0,0,0,0.95,0.935625,26.438562432304025,26.805485412478447,1,145883136
s0251,1000000,branch,ivf,4096,4064,0,128,0,0,0,0,1.0,1.0,12.598562519997358,13.048437586985528,1,206848000
s0252,1000000,branch,direct,4096,3987,0,320,0,0,0,0,0.99,0.985625,28.147895587608218,30.140647990629077,1,225198080
s0253,1000000,keys,ivf,4096,4064,0,0,1,0,0,0,1.0,1.0,29.152312548831105,29.796396172605455,1,152961024
s0254,1000000,scan,direct,1024,999,0,0,0,0,0,0,0.99,0.9859296875,26.739395689219236,28.96879657637328,1,176996352
s0255,1000000,keys,direct,1024,634,0,0,1,0,0,0,0.800625,0.7490625,17.095291521400213,17.588383005931973,1,141131776
s0256,1000000,keys,direct,16,14,0,0,4,0,0,0,0.9046875,0.889375,23.501750081777573,24.171715136617422,1,131366912
s0257,1000000,keys,ivf,4096,3727,0,0,12,0,0,0,0.99,0.98625,488.84904151782393,541.8483437504619,1,214663168
s0258,1000000,branch,direct,2048,1993,0,128,0,0,0,0,0.99,0.9853125,7.80722894705832,8.144107926636934,1,220102656
s0259,1000000,keys,direct,256,256,0,0,4,0,0,0,1.0,1.0,28.01927109248936,30.34438744653016,1,138903552
s0260,1000000,branch,direct,8192,6414,0,128,0,0,0,0,0.9,0.86875,20.444854395464063,21.19905415456742,1,213630976
s0261,1000000,keys,ivf,256,213,0,0,12,0,0,0,0.9525,0.9428125,101.18847875855863,138.4418190689757,1,174522368
s0262,1000000,keys,ivf,4096,3727,0,0,4,0,0,0,0.99,0.98625,43.918645940721035,46.70623547863215,1,156614656
s0263,1000000,branch,direct,16,12,0,320,0,0,0,0,0.8115625,0.7837421874999999,0.4767710343003273,0.5641523515805602,1,168296448
s0264,1000000,branch,none,1,1,0,4096,0,0,0,0,1.0,1.0,0.5917500238865614,0.6417830241844058,1,185827328
s0265,1000000,branch,direct,16384,14444,0,320,0,0,0,0,0.95,0.93375,30.1935828756541,31.505835871212184,1,237076480
s0266,1000000,branch,ivf,4096,2623,0,128,0,0,0,0,0.9,0.8903125,8.342061890289187,8.815384097397327,1,224247808
s0267,1000000,keys,direct,1024,914,0,0,1,0,0,0,0.9503125,0.9365546874999999,24.7488955501467,26.350916107185185,1,141099008
s0268,1000000,branch,direct,8192,8191,0,128,0,0,0,0,1.0,1.0,26.524687418714166,31.950748106464744,1,213614592
s0269,1000000,branch,direct,16384,9494,0,320,0,0,0,0,0.8,0.7434296874999999,19.5184585172683,20.734087447635826,1,236961792
s0270,1000000,keys,none,1,1,0,0,1,0,0,0,1.0,1.0,27.05999999307096,31.512562558054913,1,136282112
s0271,1000000,branch,direct,16,14,0,1000000,0,0,0,0,0.9046875,0.8899921875,22.541375132277608,24.001082917675372,1,168296448
s0272,1000000,branch,direct,8192,4987,0,320,0,0,0,0,0.8,0.742171875,18.481958424672484,21.55395452864468,1,231260160
s0273,1000000,keys,ivf,4096,4064,0,0,12,0,0,0,1.0,1.0,543.8557288143784,565.1477627223358,1,215072768
s0274,1000000,branch,direct,1024,1024,0,1000000,0,0,0,0,1.0,1.0,28.071624925360084,28.92431414220482,1,211664896
s0275,1000000,keys,direct,16,12,0,0,4,0,0,0,0.8115625,0.7840625,20.07293771021068,20.434818672947586,1,130990080
s0276,1000000,branch,direct,1024,810,0,128,0,0,0,0,0.9,0.8709375,4.06975019723177,4.651534673757851,1,211812352
s0277,1000000,keys,ivf,4096,3727,0,0,1,0,0,0,0.99,0.98625,26.875062379986048,28.012137580662962,1,152748032
s0278,1000000,branch,direct,1024,810,0,320,0,0,0,0,0.9,0.8728125,6.043812725692987,6.170478696003556,1,211501056
s0279,1000000,branch,direct,256,209,0,128,0,0,0,0,0.901875,0.8775,2.5518126785755157,2.771495352499187,1,191053824
s0280,1000000,branch,direct,8192,7977,0,1000000,0,0,0,0,0.99,0.984375,28.84150017052889,30.085160373710096,1,213565440
s0281,1000000,branch,ivf,4096,3109,0,1000000,0,0,0,0,0.95,0.943125,21.666041808202863,23.00397828221321,1,224264192
s0282,1000000,keys,ivf,256,243,0,0,4,0,0,0,0.9903125,0.9859296875,26.446104515343904,27.2110667778179,1,139264000
s0283,1000000,scan,none,1,1,0,0,0,0,0,0,1.0,1.0,25.033479556441307,25.334002496674657,1,153649152
s0284,1000000,branch,direct,8192,8191,0,1000000,0,0,0,0,1.0,1.0,30.623457860201597,31.857577664777637,1,230834176
s0285,1000000,branch,direct,16,14,0,128,0,0,0,0,0.9046875,0.8899921875,0.3324374556541443,0.38066236302256584,1,167510016
s0286,1000000,keys,direct,16,16,0,0,1,0,0,0,1.0,1.0,26.812021154910326,27.272487385198474,1,131203072
s0287,1000000,keys,none,1,1,0,0,14,0,0,0,1.0,1.0,31.13820916041732,36.55201874207705,1,137363456
s0288,1000000,branch,ivf,256,243,0,1000000,0,0,0,0,0.9903125,0.98625,24.516021134331822,26.014737645164132,1,191512576
s0289,1000000,branch,ivf,4096,1872,0,320,0,0,0,0,0.8,0.7871875,12.743332888931036,13.920965883880854,1,224100352
s0290,1000000,branch,direct,256,250,0,1000000,0,0,0,0,0.9903125,0.9859375,25.218375027179718,27.19602142460644,1,191037440
s0291,1000000,branch,direct,8192,7207,0,128,0,0,0,0,0.95,0.9334375,22.964375326409936,23.607574915513396,1,230653952
s0292,1000000,scan,direct,8192,4987,0,0,0,0,0,0,0.8,0.7406171874999999,17.262146109715104,18.581475177779794,1,192299008
s0293,1000000,keys,direct,16384,12674,0,0,4,0,0,0,0.9,0.8671875,96.74789616838098,101.81884376797825,1,165085184
s0294,1000000,branch,ivf,4096,1872,0,128,0,0,0,0,0.8,0.7878046875,6.407312350347638,6.67654627468437,1,224624640
s0295,1000000,scan,direct,4096,3987,0,0,0,0,0,0,0.99,0.9859375,25.912687415257096,26.594451745040715,1,171065344
s0296,1000000,branch,ivf,256,149,0,128,0,0,0,0,0.8003125,0.7865625,1.758770551532507,1.849087281152606,1,191332352
s0297,1000000,keys,ivf,256,187,0,0,1,0,0,0,0.9015625,0.8881171875,19.70404153689742,20.185454445891082,1,139100160
s0298,1000000,branch,direct,16,12,0,128,0,0,0,0,0.8115625,0.7834375,0.29577105306088924,0.333591946400702,1,167673856
