method,clusters,router,setting_id,repetitions,top_k,probes,leaf_size,node_budget,prefer_deeper_ties,exploration,seed,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target,stop_when_exact
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0051,1,7,43,,,,,,3000,3,True,True,0.9008571428571429,0.03929149534087628,0.04545805059024133,119.71947248093784,0.039040998672135174,0.03879200085066259,0.04004200309282169,8366896,78118912,5808.851,0.0,0.0,0.0,0.0,0.0,0.0,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0001,1,1,7,128,1024,True,0,42,3000,3,True,True,0.819,0.02029100141953677,0.031131253490457277,64.19795274268836,0.020082996343262494,0.0199169953702949,0.02070800110232085,10490416,84262912,677.045,84.29,2558.716,308.303,0.0,0.0,0.0,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0013,1,2,7,128,8192,True,0,42,3000,3,True,True,0.814,0.02037500962615013,0.03500625462038439,66.34442672657315,0.02047949965344742,0.020000006770715117,0.020666993805207312,10490416,84262912,807.506,88.711,2635.386,379.322,0.0,0.0,0.0,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0025,1,3,7,128,8192,True,0,42,3000,3,True,True,0.8056666666666666,0.02099999983329326,0.03808508845395407,70.1147734071128,0.02110449713654816,0.020749997929669917,0.021187501261010766,10490416,84262912,929.993,92.962,2710.628,446.023,0.0,0.0,0.0,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0037,1,5,7,128,8192,True,0,42,3000,3,True,True,0.803,0.022041989723220468,0.04487500700633973,76.59689943830017,0.021875006495974958,0.021500003640539944,0.02274999860674143,10490416,84262912,1165.514,101.597,2874.703,573.621,0.0,0.0,0.0,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0049,1,7,8,128,1024,True,0,42,3000,3,True,True,0.817,0.0254580081673339,0.05425414128694681,90.20515378506389,0.025374996766913682,0.02479200338711962,0.026124995201826096,10490416,84262912,1485.791,120.344,3336.91,742.673,0.0,0.0,0.0,,,
branch,256,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-256-seed42,final-s0061,1,10,8,128,8192,True,0,42,3000,3,True,True,0.8089,0.027604495699051768,0.05916600639466196,98.77310501178727,0.027541493182070553,0.026812995201908052,0.02852050238288939,10490416,84262912,1748.493,130.101,3522.598,887.513,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0090,1,20,98,,,,,,3000,3,True,True,0.9502,0.07783299952279776,0.09012915252242235,236.53109872248024,0.0774590007495135,0.07606250437675044,0.07987501157913357,8366896,78266368,13196.612,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0093,1,20,280,,,,,,3000,3,True,True,0.99005,0.19395800336496904,0.21779199596494436,586.3012257177616,0.19283300207462162,0.189124999451451,0.20018700161017478,8366896,78266368,37553.53,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0096,1,30,26,,,,,,3000,3,True,True,0.8015,0.03133299469482154,0.036249999538995326,95.37654383166227,0.031083007343113422,0.030875002266839147,0.03206250403309241,8366896,78266368,3515.834,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0099,1,30,58,,,,,,3000,3,True,True,0.9012666666666667,0.05258301098365337,0.06150000263005495,160.19169848004822,0.05235449498286471,0.05141699512023479,0.05400000372901559,8366896,78266368,7829.971,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0102,1,30,105,,,,,,3000,3,True,True,0.9503333333333334,0.08829199941828847,0.10029410332208498,267.37148396205157,0.08754200825933367,0.08650000381749123,0.09031250374391675,8366896,78266368,14137.271,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0105,1,30,292,,,,,,3000,3,True,True,0.99,0.20283350022509694,0.22829405279480852,613.0280807992676,0.2027294976869598,0.19716699898708612,0.20887499704258516,8366896,78266368,39158.445,0.0,0.0,0.0,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0073,1,15,22,2048,8192,True,0,42,3000,3,True,True,0.8005333333333333,0.029458009521476924,0.03399999768589623,89.90002954669762,0.029458009521476924,0.029416492907330394,0.029541995900217444,10965040,80756736,2975.703,22.0,0.0,57.11,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0085,1,20,24,522931,0,False,0,42,3000,3,True,True,0.80445,0.031833005778025836,0.03633305313996971,97.0689429086633,0.03183400258421898,0.031541007047053427,0.03212499723304063,10965040,80756736,3245.004,24.0,0.0,62.267,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0088,1,20,53,2048,8192,True,0,42,3000,3,True,True,0.90055,0.05316699389368296,0.060999998822808266,161.54010464379098,0.05287500243866816,0.052624993259087205,0.054042000556364655,10965040,80756736,7154.509,53.0,0.0,137.411,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0097,1,30,26,2048,8192,True,0,42,3000,3,True,True,0.8015,0.03462500171735883,0.03983605492976493,105.40111822774634,0.03470799856586382,0.0343335050274618,0.03487500362098217,10965040,80756736,3515.834,26.0,0.0,67.467,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0100,1,30,58,2048,8192,False,0,42,3000,3,True,True,0.9012666666666667,0.058124991483055055,0.06629103809245862,176.36332646361552,0.05816700286231935,0.05764549860032275,0.05841700476594269,10965040,80756736,7829.971,58.0,0.0,150.391,0.0,0.0,0.0,,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0103,1,30,105,2048,8192,True,0,42,3000,3,True,True,0.9503333333333334,0.09729199518915266,0.10975415571010669,294.9683789629489,0.09712499740999192,0.09700001101009548,0.09775000216905028,10965040,80756736,14137.271,105.0,0.0,271.643,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0108,1,50,31,,,,,,3000,3,True,True,0.80312,0.037874997360631824,0.045085097372066216,115.82649270712864,0.03795800148509443,0.037541991332545877,0.03820850542979315,8366896,78151680,4191.465,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0111,1,50,67,,,,,,3000,3,True,True,0.90092,0.06120798934716731,0.07066605612635612,186.0216051863972,0.06120800389908254,0.060582999140024185,0.061666505644097924,8366896,78151680,9044.784,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0114,1,50,121,,,,,,3000,3,True,True,0.95036,0.10066599497804418,0.11533305805642158,305.3521929105045,0.09997899906011298,0.09975000284612179,0.10233349894406274,8366896,78151680,16283.632,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0117,1,50,322,,,,,,3000,3,True,True,0.99004,0.2221040049334988,0.24666699828230776,669.4810951012187,0.22154150065034628,0.22089599951868877,0.2239579989691265,8366896,78151680,43157.822,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0120,1,75,35,,,,,,3000,3,True,True,0.8022666666666667,0.043374995584599674,0.051041992992395535,132.08480723551475,0.043479492887854576,0.042915999074466527,0.04366599750937894,8366896,78151680,4732.377,0.0,0.0,0.0,0.0,0.0,0.0,,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d32/routers/ivf-binary-4096-seed42,final-s0123,1,75,75,,,,,,3000,3,True,True,0.9016533333333333,0.06979198951739818,0.07987709686858578,211.9298691250151,0.06975000724196434,0.06937500438652933,0.07020799966994673,8366896,78151680,10123.537,0.0,0.0,0.0,0.0,0.0,0.0,,,
