query,top_k,empty_depths,lookups_at_empty_depths,total_lookups
291,50,14,2184,4992
291,100,14,2184,4992
292,1,15,2340,4992
292,2,15,2340,4992
292,3,15,2340,4992
292,5,15,2340,4992
292,10,15,2340,4992
292,20,15,2340,4992
292,50,15,2340,4992
292,100,15,2340,4992
293,1,16,2496,4992
293,2,16,2496,4992
293,3,16,2496,4992
293,5,16,2496,4992
293,10,16,2496,4992
293,20,16,2496,4992
293,50,16,2496,4992
293,100,16,2496,4992
294,1,10,1560,4836
294,2,10,1560,4836
294,3,10,1560,4992
294,5,10,1560,4992
294,10,10,1560,4992
294,20,10,1560,4992
294,50,10,1560,4992
294,100,10,1560,4992
295,1,11,1716,4836
295,2,11,1716,4836
295,3,11,1716,4836
295,5,11,1716,4836
295,10,11,1716,4992
295,20,11,1716,4992
295,50,11,1716,4992
295,100,11,1716,4992
296,1,16,2496,4992
296,2,16,2496,4992
296,3,16,2496,4992
296,5,16,2496,4992
296,10,16,2496,4992
296,20,16,2496,4992
296,50,16,2496,4992
296,100,16,2496,4992
297,1,13,2028,4992
297,2,13,2028,4992
297,3,13,2028,4992
297,5,13,2028,4992
297,10,13,2028,4992
297,20,13,2028,4992
297,50,13,2028,4992
297,100,13,2028,4992
298,1,9,1404,4992
298,2,9,1404,4992
298,3,9,1404,4992
298,5,9,1404,4992
298,10,9,1404,4992
298,20,9,1404,4992
298,50,9,1404,4992
298,100,9,1404,4992
299,1,9,1404,4992
299,2,9,1404,4992
299,3,9,1404,4992
299,5,9,1404,4992
299,10,9,1404,4992
299,20,9,1404,4992
299,50,9,1404,4992
299,100,9,1404,4992
300,1,21,3276,4992
300,2,21,3276,4992
300,3,21,3276,4992
300,5,21,3276,4992
300,10,21,3276,4992
300,20,21,3276,4992
300,50,21,3276,4992
300,100,21,3276,4992
301,1,7,1092,4992
301,2,7,1092,4992
301,3,7,1092,4992
301,5,7,1092,4992
301,10,7,1092,4992
301,20,7,1092,4992
301,50,7,1092,4992
301,100,7,1092,4992
302,1,10,1560,4212
302,2,10,1560,4212
302,3,10,1560,4212
302,5,10,1560,4680
302,10,10,1560,4836
302,20,10,1560,4836
302,50,10,1560,4836
302,100,10,1560,4836
303,1,20,3120,4836
303,2,20,3120,4836
303,3,20,3120,4992
303,5,20,3120,4992
303,10,20,3120,4992
303,20,20,3120,4992
303,50,20,3120,4992
303,100,20,3120,4992
304,1,11,1716,4992
304,2,11,1716,4992
304,3,11,1716,4992
304,5,11,1716,4992
304,10,11,1716,4992
304,20,11,1716,4992
304,50,11,1716,4992
304,100,11,1716,4992
305,1,13,2028,4836
305,2,13,2028,4836
305,3,13,2028,4992
305,5,13,2028,4992
305,10,13,2028,4992
305,20,13,2028,4992
305,50,13,2028,4992
305,100,13,2028,4992
306,1,15,2340,4836
306,2,15,2340,4992
306,3,15,2340,4992
306,5,15,2340,4992
306,10,15,2340,4992
306,20,15,2340,4992
306,50,15,2340,4992
306,100,15,2340,4992
307,1,15,2340,4992
307,2,15,2340,4992
307,3,15,2340,4992
307,5,15,2340,4992
307,10,15,2340,4992
307,20,15,2340,4992
307,50,15,2340,4992
307,100,15,2340,4992
308,1,16,2496,4836
308,2,16,2496,4992
308,3,16,2496,4992
308,5,16,2496,4992
308,10,16,2496,4992
308,20,16,2496,4992
308,50,16,2496,4992
308,100,16,2496,4992
309,1,15,2340,4368
309,2,15,2340,4368
309,3,15,2340,4368
309,5,15,2340,4368
309,10,15,2340,4368
309,20,15,2340,4836
309,50,15,2340,4836
309,100,15,2340,4836
310,1,10,1560,4992
310,2,10,1560,4992
310,3,10,1560,4992
310,5,10,1560,4992
310,10,10,1560,4992
310,20,10,1560,4992
310,50,10,1560,4992
310,100,10,1560,4992
311,1,16,2496,4992
311,2,16,2496,4992
311,3,16,2496,4992
311,5,16,2496,4992
311,10,16,2496,4992
311,20,16,2496,4992
311,50,16,2496,4992
311,100,16,2496,4992
312,1,12,1872,4992
312,2,12,1872,4992
312,3,12,1872,4992
312,5,12,1872,4992
312,10,12,1872,4992
312,20,12,1872,4992
312,50,12,1872,4992
312,100,12,1872,4992
313,1,16,2496,4992
313,2,16,2496,4992
313,3,16,2496,4992
313,5,16,2496,4992
313,10,16,2496,4992
313,20,16,2496,4992
313,50,16,2496,4992
313,100,16,2496,4992
314,1,16,2496,4992
314,2,16,2496,4992
314,3,16,2496,4992
314,5,16,2496,4992
314,10,16,2496,4992
314,20,16,2496,4992
314,50,16,2496,4992
314,100,16,2496,4992
315,1,12,1872,4992
315,2,12,1872,4992
315,3,12,1872,4992
315,5,12,1872,4992
315,10,12,1872,4992
315,20,12,1872,4992
315,50,12,1872,4992
315,100,12,1872,4992
316,1,14,2184,4992
316,2,14,2184,4992
316,3,14,2184,4992
316,5,14,2184,4992
316,10,14,2184,4992
316,20,14,2184,4992
316,50,14,2184,4992
316,100,14,2184,4992
317,1,12,1872,4992
317,2,12,1872,4992
317,3,12,1872,4992
317,5,12,1872,4992
317,10,12,1872,4992
317,20,12,1872,4992
317,50,12,1872,4992
317,100,12,1872,4992
318,1,24,3744,4992
318,2,24,3744,4992
318,3,24,3744,4992
318,5,24,3744,4992
318,10,24,3744,4992
318,20,24,3744,4992
318,50,24,3744,4992
318,100,24,3744,4992
319,1,16,2496,4992
319,2,16,2496,4992
319,3,16,2496,4992
319,5,16,2496,4992
319,10,16,2496,4992
319,20,16,2496,4992
319,50,16,2496,4992
319,100,16,2496,4992
320,1,10,1560,4992
320,2,10,1560,4992
320,3,10,1560,4992
320,5,10,1560,4992
320,10,10,1560,4992
320,20,10,1560,4992
320,50,10,1560,4992
320,100,10,1560,4992
321,1,13,2028,4836
321,2,13,2028,4992
321,3,13,2028,4992
321,5,13,2028,4992
321,10,13,2028,4992
321,20,13,2028,4992
321,50,13,2028,4992
321,100,13,2028,4992
322,1,0,0,156
322,2,0,0,156
322,3,7,1092,4212
322,5,7,1092,4212
322,10,7,1092,4836
322,20,7,1092,4836
322,50,7,1092,4992
322,100,7,1092,4992
323,1,8,1248,4836
323,2,8,1248,4836
323,3,8,1248,4836
323,5,8,1248,4836
323,10,8,1248,4836
323,20,8,1248,4992
323,50,8,1248,4992
323,100,8,1248,4992
324,1,15,2340,4836
324,2,15,2340,4992
324,3,15,2340,4992
324,5,15,2340,4992
324,10,15,2340,4992
324,20,15,2340,4992
324,50,15,2340,4992
324,100,15,2340,4992
325,1,17,2652,4992
325,2,17,2652,4992
325,3,17,2652,4992
325,5,17,2652,4992
325,10,17,2652,4992
325,20,17,2652,4992
325,50,17,2652,4992
325,100,17,2652,4992
326,1,16,2496,4992
326,2,16,2496,4992
326,3,16,2496,4992
326,5,16,2496,4992
326,10,16,2496,4992
326,20,16,2496,4992
326,50,16,2496,4992
326,100,16,2496,4992
327,1,0,0,156
327,2,6,936,4992
327,3,6,936,4992
327,5,6,936,4992
327,10,6,936,4992
327,20,6,936,4992
327,50,6,936,4992
327,100,6,936,4992
328,1,11,1716,4836
328,2,11,1716,4836
328,3,11,1716,4836
328,5,11,1716,4836
328,10,11,1716,4836
328,20,11,1716,4992
328,50,11,1716,4992
328,100,11,1716,4992
329,1,10,1560,4836
329,2,10,1560,4992
329,3,10,1560,4992
329,5,10,1560,4992
329,10,10,1560,4992
329,20,10,1560,4992
329,50,10,1560,4992
329,100,10,1560,4992
330,1,9,1404,4836
330,2,9,1404,4836
330,3,9,1404,4836
330,5,9,1404,4836
330,10,9,1404,4836
330,20,9,1404,4836
330,50,9,1404,4836
330,100,9,1404,4992
331,1,23,3588,4992
331,2,23,3588,4992
331,3,23,3588,4992
331,5,23,3588,4992
331,10,23,3588,4992
331,20,23,3588,4992
331,50,23,3588,4992
331,100,23,3588,4992
332,1,9,1404,4836
332,2,9,1404,4992
332,3,9,1404,4992
332,5,9,1404,4992
332,10,9,1404,4992
332,20,9,1404,4992
332,50,9,1404,4992
332,100,9,1404,4992
333,1,12,1872,4836
333,2,12,1872,4992
333,3,12,1872,4992
333,5,12,1872,4992
333,10,12,1872,4992
333,20,12,1872,4992
333,50,12,1872,4992
333,100,12,1872,4992
334,1,7,1092,4836
334,2,7,1092,4836
334,3,7,1092,4836
334,5,7,1092,4836
334,10,7,1092,4836
334,20,7,1092,4836
334,50,7,1092,4992
334,100,7,1092,4992
335,1,0,0,156
335,2,13,2028,4836
335,3,13,2028,4836
335,5,13,2028,4836
335,10,13,2028,4836
335,20,13,2028,4836
335,50,13,2028,4992
335,100,13,2028,4992
336,1,0,0,156
336,2,11,1716,4992
336,3,11,1716,4992
336,5,11,1716,4992
336,10,11,1716,4992
336,20,11,1716,4992
336,50,11,1716,4992
336,100,11,1716,4992
337,1,16,2496,4992
337,2,16,2496,4992
337,3,16,2496,4992
337,5,16,2496,4992
337,10,16,2496,4992
337,20,16,2496,4992
337,50,16,2496,4992
337,100,16,2496,4992
338,1,11,1716,4992
338,2,11,1716,4992
338,3,11,1716,4992
338,5,11,1716,4992
338,10,11,1716,4992
338,20,11,1716,4992
338,50,11,1716,4992
338,100,11,1716,4992
339,1,8,1248,4992
339,2,8,1248,4992
339,3,8,1248,4992
339,5,8,1248,4992
339,10,8,1248,4992
339,20,8,1248,4992
339,50,8,1248,4992
339,100,8,1248,4992
340,1,12,1872,4992
340,2,12,1872,4992
340,3,12,1872,4992
340,5,12,1872,4992
340,10,12,1872,4992
340,20,12,1872,4992
340,50,12,1872,4992
340,100,12,1872,4992
341,1,13,2028,4836
341,2,13,2028,4836
341,3,13,2028,4836
341,5,13,2028,4836
341,10,13,2028,4836
341,20,13,2028,4992
341,50,13,2028,4992
341,100,13,2028,4992
342,1,11,1716,4836
342,2,11,1716,4836
342,3,11,1716,4836
342,5,11,1716,4836
342,10,11,1716,4836
342,20,11,1716,4836
342,50,11,1716,4836
342,100,11,1716,4836
343,1,8,1248,3432
343,2,8,1248,4836
343,3,8,1248,4836
343,5,8,1248,4836
343,10,8,1248,4836
343,20,8,1248,4836
343,50,8,1248,4836
343,100,8,1248,4992
344,1,17,2652,4992
344,2,17,2652,4992
344,3,17,2652,4992
344,5,17,2652,4992
344,10,17,2652,4992
344,20,17,2652,4992
344,50,17,2652,4992
344,100,17,2652,4992
345,1,12,1872,4836
345,2,12,1872,4992
345,3,12,1872,4992
345,5,12,1872,4992
345,10,12,1872,4992
345,20,12,1872,4992
345,50,12,1872,4992
345,100,12,1872,4992
346,1,23,3588,4836
346,2,23,3588,4836
346,3,23,3588,4836
346,5,23,3588,4836
346,10,23,3588,4836
346,20,23,3588,4992
346,50,23,3588,4992
346,100,23,3588,4992
347,1,14,2184,4836
347,2,14,2184,4836
347,3,14,2184,4836
347,5,14,2184,4836
347,10,14,2184,4992
347,20,14,2184,4992
347,50,14,2184,4992
347,100,14,2184,4992
348,1,14,2184,4836
348,2,14,2184,4836
348,3,14,2184,4836
348,5,14,2184,4992
348,10,14,2184,4992
348,20,14,2184,4992
348,50,14,2184,4992
348,100,14,2184,4992
349,1,19,2964,4836
349,2,19,2964,4836
349,3,19,2964,4836
349,5,19,2964,4836
349,10,19,2964,4836
349,20,19,2964,4836
349,50,19,2964,4992
349,100,19,2964,4992
350,1,12,1872,3276
350,2,12,1872,4992
350,3,12,1872,4992
350,5,12,1872,4992
350,10,12,1872,4992
350,20,12,1872,4992
350,50,12,1872,4992
350,100,12,1872,4992
351,1,11,1716,4836
351,2,11,1716,4836
351,3,11,1716,4836
351,5,11,1716,4836
351,10,11,1716,4992
351,20,11,1716,4992
351,50,11,1716,4992
351,100,11,1716,4992
352,1,11,1716,4992
352,2,11,1716,4992
352,3,11,1716,4992
352,5,11,1716,4992
352,10,11,1716,4992
352,20,11,1716,4992
352,50,11,1716,4992
352,100,11,1716,4992
353,1,11,1716,4836
353,2,11,1716,4992
353,3,11,1716,4992
353,5,11,1716,4992
353,10,11,1716,4992
353,20,11,1716,4992
353,50,11,1716,4992
353,100,11,1716,4992
354,1,15,2340,4992
354,2,15,2340,4992
354,3,15,2340,4992
354,5,15,2340,4992
354,10,15,2340,4992
354,20,15,2340,4992
354,50,15,2340,4992
354,100,15,2340,4992
355,1,12,1872,4836
355,2,12,1872,4836
355,3,12,1872,4836
355,5,12,1872,4992
355,10,12,1872,4992
355,20,12,1872,4992
355,50,12,1872,4992
355,100,12,1872,4992
356,1,13,2028,4992
356,2,13,2028,4992
356,3,13,2028,4992
356,5,13,2028,4992
356,10,13,2028,4992
356,20,13,2028,4992
356,50,13,2028,4992
356,100,13,2028,4992
357,1,7,1092,4680
357,2,7,1092,4680
357,3,7,1092,4680
357,5,7,1092,4680
357,10,7,1092,4836
357,20,7,1092,4836
357,50,7,1092,4836
357,100,7,1092,4992
358,1,7,1092,2028
358,2,7,1092,2028
358,3,7,1092,2028
358,5,9,1404,4836
358,10,9,1404,4992
358,20,9,1404,4992
358,50,9,1404,4992
358,100,9,1404,4992
359,1,14,2184,4992
359,2,14,2184,4992
359,3,14,2184,4992
359,5,14,2184,4992
359,10,14,2184,4992
359,20,14,2184,4992
359,50,14,2184,4992
359,100,14,2184,4992
360,1,23,3588,4992
360,2,23,3588,4992
360,3,23,3588,4992
360,5,23,3588,4992
360,10,23,3588,4992
360,20,23,3588,4992
360,50,23,3588,4992
360,100,23,3588,4992
361,1,20,3120,4992
361,2,20,3120,4992
361,3,20,3120,4992
361,5,20,3120,4992
361,10,20,3120,4992
361,20,20,3120,4992
361,50,20,3120,4992
361,100,20,3120,4992
362,1,16,2496,4992
362,2,16,2496,4992
362,3,16,2496,4992
362,5,16,2496,4992
362,10,16,2496,4992
362,20,16,2496,4992
362,50,16,2496,4992
362,100,16,2496,4992
363,1,21,3276,4836
363,2,21,3276,4836
363,3,21,3276,4836
363,5,21,3276,4836
363,10,21,3276,4836
363,20,21,3276,4836
363,50,21,3276,4836
363,100,21,3276,4992
364,1,10,1560,4992
364,2,10,1560,4992
364,3,10,1560,4992
364,5,10,1560,4992
364,10,10,1560,4992
364,20,10,1560,4992
364,50,10,1560,4992
364,100,10,1560,4992
365,1,20,3120,4992
365,2,20,3120,4992
365,3,20,3120,4992
365,5,20,3120,4992
365,10,20,3120,4992
365,20,20,3120,4992
365,50,20,3120,4992
365,100,20,3120,4992
366,1,16,2496,4992
366,2,16,2496,4992
366,3,16,2496,4992
366,5,16,2496,4992
366,10,16,2496,4992
366,20,16,2496,4992
366,50,16,2496,4992
366,100,16,2496,4992
367,1,14,2184,4992
367,2,14,2184,4992
367,3,14,2184,4992
367,5,14,2184,4992
367,10,14,2184,4992
367,20,14,2184,4992
367,50,14,2184,4992
367,100,14,2184,4992
368,1,14,2184,4836
368,2,14,2184,4836
368,3,14,2184,4836
368,5,14,2184,4992
368,10,14,2184,4992
368,20,14,2184,4992
368,50,14,2184,4992
368,100,14,2184,4992
369,1,19,2964,4992
369,2,19,2964,4992
369,3,19,2964,4992
369,5,19,2964,4992
369,10,19,2964,4992
369,20,19,2964,4992
369,50,19,2964,4992
369,100,19,2964,4992
370,1,9,1404,4992
370,2,9,1404,4992
370,3,9,1404,4992
370,5,9,1404,4992
370,10,9,1404,4992
370,20,9,1404,4992
370,50,9,1404,4992
370,100,9,1404,4992
371,1,13,2028,4836
371,2,13,2028,4836
371,3,13,2028,4836
371,5,13,2028,4836
371,10,13,2028,4992
371,20,13,2028,4992
371,50,13,2028,4992
371,100,13,2028,4992
372,1,10,1560,4992
372,2,10,1560,4992
372,3,10,1560,4992
372,5,10,1560,4992
372,10,10,1560,4992
372,20,10,1560,4992
372,50,10,1560,4992
372,100,10,1560,4992
373,1,13,2028,4992
373,2,13,2028,4992
373,3,13,2028,4992
373,5,13,2028,4992
373,10,13,2028,4992
373,20,13,2028,4992
373,50,13,2028,4992
373,100,13,2028,4992
374,1,10,1560,4992
374,2,10,1560,4992
374,3,10,1560,4992
374,5,10,1560,4992
374,10,10,1560,4992
374,20,10,1560,4992
374,50,10,1560,4992
374,100,10,1560,4992
375,1,18,2808,4992
375,2,18,2808,4992
375,3,18,2808,4992
375,5,18,2808,4992
375,10,18,2808,4992
375,20,18,2808,4992
375,50,18,2808,4992
375,100,18,2808,4992
376,1,14,2184,4524
376,2,14,2184,4836
376,3,14,2184,4836
376,5,14,2184,4836
376,10,14,2184,4992
376,20,14,2184,4992
376,50,14,2184,4992
376,100,14,2184,4992
377,1,0,0,156
377,2,8,1248,4680
377,3,8,1248,4680
377,5,8,1248,4836
377,10,8,1248,4836
377,20,8,1248,4836
377,50,8,1248,4836
377,100,8,1248,4836
378,1,10,1560,4836
378,2,10,1560,4836
378,3,10,1560,4836
378,5,10,1560,4836
378,10,10,1560,4836
378,20,10,1560,4992
378,50,10,1560,4992
378,100,10,1560,4992
379,1,0,0,156
379,2,0,0,156
379,3,0,0,156
379,5,0,0,156
379,10,7,1092,4836
379,20,7,1092,4836
379,50,7,1092,4836
379,100,7,1092,4836
380,1,13,2028,4992
380,2,13,2028,4992
380,3,13,2028,4992
380,5,13,2028,4992
380,10,13,2028,4992
380,20,13,2028,4992
380,50,13,2028,4992
380,100,13,2028,4992
381,1,13,2028,4992
381,2,13,2028,4992
381,3,13,2028,4992
381,5,13,2028,4992
381,10,13,2028,4992
381,20,13,2028,4992
381,50,13,2028,4992
381,100,13,2028,4992
382,1,14,2184,4992
382,2,14,2184,4992
382,3,14,2184,4992
382,5,14,2184,4992
382,10,14,2184,4992
382,20,14,2184,4992
382,50,14,2184,4992
382,100,14,2184,4992
383,1,9,1404,4992
383,2,9,1404,4992
383,3,9,1404,4992
383,5,9,1404,4992
383,10,9,1404,4992
383,20,9,1404,4992
383,50,9,1404,4992
383,100,9,1404,4992
384,1,15,2340,4836
384,2,15,2340,4992
384,3,15,2340,4992
384,5,15,2340,4992
384,10,15,2340,4992
384,20,15,2340,4992
384,50,15,2340,4992
384,100,15,2340,4992
385,1,13,2028,4992
385,2,13,2028,4992
385,3,13,2028,4992
385,5,13,2028,4992
385,10,13,2028,4992
385,20,13,2028,4992
385,50,13,2028,4992
385,100,13,2028,4992
386,1,9,1404,4992
386,2,9,1404,4992
386,3,9,1404,4992
386,5,9,1404,4992
386,10,9,1404,4992
386,20,9,1404,4992
386,50,9,1404,4992
386,100,9,1404,4992
387,1,17,2652,4992
387,2,17,2652,4992
387,3,17,2652,4992
387,5,17,2652,4992
387,10,17,2652,4992
387,20,17,2652,4992
387,50,17,2652,4992
387,100,17,2652,4992
388,1,11,1716,4992
388,2,11,1716,4992
388,3,11,1716,4992
388,5,11,1716,4992
388,10,11,1716,4992
388,20,11,1716,4992
388,50,11,1716,4992
388,100,11,1716,4992
389,1,11,1716,4836
389,2,11,1716,4836
389,3,11,1716,4836
389,5,11,1716,4836
389,10,11,1716,4992
389,20,11,1716,4992
389,50,11,1716,4992
389,100,11,1716,4992
390,1,19,2964,4992
390,2,19,2964,4992
390,3,19,2964,4992
390,5,19,2964,4992
390,10,19,2964,4992
390,20,19,2964,4992
390,50,19,2964,4992
390,100,19,2964,4992
391,1,16,2496,4836
391,2,16,2496,4992
391,3,16,2496,4992
391,5,16,2496,4992
391,10,16,2496,4992
391,20,16,2496,4992
391,50,16,2496,4992
391,100,16,2496,4992
392,1,15,2340,4836
392,2,15,2340,4992
392,3,15,2340,4992
392,5,15,2340,4992
392,10,15,2340,4992
392,20,15,2340,4992
392,50,15,2340,4992
392,100,15,2340,4992
393,1,23,3588,4992
393,2,23,3588,4992
393,3,23,3588,4992
393,5,23,3588,4992
393,10,23,3588,4992
393,20,23,3588,4992
393,50,23,3588,4992
393,100,23,3588,4992
394,1,13,2028,4836
394,2,13,2028,4992
394,3,13,2028,4992
394,5,13,2028,4992
394,10,13,2028,4992
394,20,13,2028,4992
394,50,13,2028,4992
394,100,13,2028,4992
395,1,11,1716,4836
395,2,11,1716,4836
395,3,11,1716,4836
395,5,11,1716,4836
395,10,11,1716,4992
395,20,11,1716,4992
395,50,11,1716,4992
395,100,11,1716,4992
396,1,11,1716,4992
396,2,11,1716,4992
396,3,11,1716,4992
396,5,11,1716,4992
396,10,11,1716,4992
396,20,11,1716,4992
396,50,11,1716,4992
396,100,11,1716,4992
397,1,13,2028,4992
397,2,13,2028,4992
397,3,13,2028,4992
397,5,13,2028,4992
397,10,13,2028,4992
397,20,13,2028,4992
397,50,13,2028,4992
397,100,13,2028,4992
398,1,22,3432,4836
398,2,22,3432,4836
398,3,22,3432,4836
398,5,22,3432,4992
398,10,22,3432,4992
398,20,22,3432,4992
398,50,22,3432,4992
398,100,22,3432,4992
399,1,11,1716,4992
399,2,11,1716,4992
399,3,11,1716,4992
399,5,11,1716,4992
399,10,11,1716,4992
399,20,11,1716,4992
399,50,11,1716,4992
399,100,11,1716,4992
400,1,0,0,156
400,2,5,780,4836
400,3,5,780,4992
400,5,5,780,4992
400,10,5,780,4992
400,20,5,780,4992
400,50,5,780,4992
400,100,5,780,4992
401,1,16,2496,4992
401,2,16,2496,4992
401,3,16,2496,4992
401,5,16,2496,4992
401,10,16,2496,4992
401,20,16,2496,4992
401,50,16,2496,4992
401,100,16,2496,4992
402,1,14,2184,3588
402,2,14,2184,4992
402,3,14,2184,4992
402,5,14,2184,4992
402,10,14,2184,4992
402,20,14,2184,4992
402,50,14,2184,4992
402,100,14,2184,4992
403,1,9,1404,1560
403,2,11,1716,4992
403,3,11,1716,4992
403,5,11,1716,4992
403,10,11,1716,4992
403,20,11,1716,4992
403,50,11,1716,4992
403,100,11,1716,4992
404,1,17,2652,4992
404,2,17,2652,4992
404,3,17,2652,4992
404,5,17,2652,4992
404,10,17,2652,4992
404,20,17,2652,4992
404,50,17,2652,4992
404,100,17,2652,4992
405,1,18,2808,4992
405,2,18,2808,4992
405,3,18,2808,4992
405,5,18,2808,4992
405,10,18,2808,4992
405,20,18,2808,4992
405,50,18,2808,4992
405,100,18,2808,4992
406,1,14,2184,4836
406,2,14,2184,4836
406,3,14,2184,4992
406,5,14,2184,4992
406,10,14,2184,4992
406,20,14,2184,4992
406,50,14,2184,4992
406,100,14,2184,4992
407,1,15,2340,4992
407,2,15,2340,4992
407,3,15,2340,4992
407,5,15,2340,4992
407,10,15,2340,4992
407,20,15,2340,4992
407,50,15,2340,4992
407,100,15,2340,4992
408,1,19,2964,4992
408,2,19,2964,4992
408,3,19,2964,4992
408,5,19,2964,4992
408,10,19,2964,4992
408,20,19,2964,4992
408,50,19,2964,4992
408,100,19,2964,4992
409,1,12,1872,4212
409,2,12,1872,4836
409,3,12,1872,4836
409,5,12,1872,4836
409,10,12,1872,4836
409,20,12,1872,4836
409,50,12,1872,4992
409,100,12,1872,4992
410,1,9,1404,4836
410,2,9,1404,4836
410,3,9,1404,4836
410,5,9,1404,4836
410,10,9,1404,4836
410,20,9,1404,4992
410,50,9,1404,4992
410,100,9,1404,4992
411,1,16,2496,4992
411,2,16,2496,4992
411,3,16,2496,4992
411,5,16,2496,4992
411,10,16,2496,4992
411,20,16,2496,4992
411,50,16,2496,4992
411,100,16,2496,4992
412,1,12,1872,4524
412,2,12,1872,4524
412,3,12,1872,4992
412,5,12,1872,4992
412,10,12,1872,4992
412,20,12,1872,4992
412,50,12,1872,4992
412,100,12,1872,4992
413,1,16,2496,4992
413,2,16,2496,4992
413,3,16,2496,4992
413,5,16,2496,4992
413,10,16,2496,4992
413,20,16,2496,4992
413,50,16,2496,4992
413,100,16,2496,4992
414,1,13,2028,4992
414,2,13,2028,4992
414,3,13,2028,4992
414,5,13,2028,4992
414,10,13,2028,4992
414,20,13,2028,4992
414,50,13,2028,4992
414,100,13,2028,4992
415,1,17,2652,4992
415,2,17,2652,4992
415,3,17,2652,4992
415,5,17,2652,4992
415,10,17,2652,4992
415,20,17,2652,4992
415,50,17,2652,4992
415,100,17,2652,4992
416,1,12,1872,4836
416,2,12,1872,4992
416,3,12,1872,4992
416,5,12,1872,4992
416,10,12,1872,4992
416,20,12,1872,4992
416,50,12,1872,4992
416,100,12,1872,4992
417,1,10,1560,4836
417,2,10,1560,4836
417,3,10,1560,4836
417,5,10,1560,4992
417,10,10,1560,4992
417,20,10,1560,4992
417,50,10,1560,4992
417,100,10,1560,4992
418,1,22,3432,4836
418,2,22,3432,4836
418,3,22,3432,4836
418,5,22,3432,4992
418,10,22,3432,4992
418,20,22,3432,4992
418,50,22,3432,4992
418,100,22,3432,4992
419,1,8,1248,4992
419,2,8,1248,4992
419,3,8,1248,4992
419,5,8,1248,4992
419,10,8,1248,4992
419,20,8,1248,4992
419,50,8,1248,4992
419,100,8,1248,4992
420,1,17,2652,4992
420,2,17,2652,4992
420,3,17,2652,4992
420,5,17,2652,4992
420,10,17,2652,4992
420,20,17,2652,4992
420,50,17,2652,4992
420,100,17,2652,4992
421,1,18,2808,4836
421,2,18,2808,4992
421,3,18,2808,4992
421,5,18,2808,4992
421,10,18,2808,4992
421,20,18,2808,4992
421,50,18,2808,4992
421,100,18,2808,4992
422,1,0,0,156
422,2,8,1248,4992
422,3,8,1248,4992
422,5,8,1248,4992
422,10,8,1248,4992
422,20,8,1248,4992
422,50,8,1248,4992
422,100,8,1248,4992
423,1,19,2964,4992
423,2,19,2964,4992
423,3,19,2964,4992
423,5,19,2964,4992
423,10,19,2964,4992
423,20,19,2964,4992
423,50,19,2964,4992
423,100,19,2964,4992
424,1,17,2652,4992
424,2,17,2652,4992
424,3,17,2652,4992
424,5,17,2652,4992
424,10,17,2652,4992
424,20,17,2652,4992
424,50,17,2652,4992
424,100,17,2652,4992
425,1,14,2184,4992
425,2,14,2184,4992
425,3,14,2184,4992
425,5,14,2184,4992
425,10,14,2184,4992
425,20,14,2184,4992
425,50,14,2184,4992
425,100,14,2184,4992
426,1,14,2184,4992
426,2,14,2184,4992
426,3,14,2184,4992
426,5,14,2184,4992
426,10,14,2184,4992
426,20,14,2184,4992
426,50,14,2184,4992
426,100,14,2184,4992
427,1,12,1872,4992
427,2,12,1872,4992
427,3,12,1872,4992
427,5,12,1872,4992
427,10,12,1872,4992
427,20,12,1872,4992
427,50,12,1872,4992
427,100,12,1872,4992
428,1,17,2652,4836
428,2,17,2652,4836
428,3,17,2652,4992
428,5,17,2652,4992
428,10,17,2652,4992
428,20,17,2652,4992
428,50,17,2652,4992
428,100,17,2652,4992
429,1,5,780,4836
429,2,5,780,4836
429,3,5,780,4836
429,5,5,780,4836
429,10,5,780,4992
429,20,5,780,4992
429,50,5,780,4992
429,100,5,780,4992
430,1,0,0,156
430,2,8,1248,4992
430,3,8,1248,4992
430,5,8,1248,4992
430,10,8,1248,4992
430,20,8,1248,4992
430,50,8,1248,4992
430,100,8,1248,4992
431,1,2,312,624
431,2,5,780,2808
431,3,6,936,4836
431,5,6,936,4836
431,10,6,936,4992
431,20,6,936,4992
431,50,6,936,4992
431,100,6,936,4992
432,1,11,1716,4992
432,2,11,1716,4992
432,3,11,1716,4992
432,5,11,1716,4992
432,10,11,1716,4992
432,20,11,1716,4992
432,50,11,1716,4992
432,100,11,1716,4992
433,1,15,2340,4992
433,2,15,2340,4992
433,3,15,2340,4992
433,5,15,2340,4992
433,10,15,2340,4992
433,20,15,2340,4992
433,50,15,2340,4992
433,100,15,2340,4992
434,1,15,2340,4836
434,2,15,2340,4836
434,3,15,2340,4836
434,5,15,2340,4836
434,10,15,2340,4992
434,20,15,2340,4992
434,50,15,2340,4992
434,100,15,2340,4992
435,1,18,2808,4992
435,2,18,2808,4992
435,3,18,2808,4992
435,5,18,2808,4992
435,10,18,2808,4992
435,20,18,2808,4992
435,50,18,2808,4992
435,100,18,2808,4992
436,1,9,1404,4992
436,2,9,1404,4992
436,3,9,1404,4992
436,5,9,1404,4992
436,10,9,1404,4992
436,20,9,1404,4992
436,50,9,1404,4992
436,100,9,1404,4992
437,1,15,2340,4836
437,2,15,2340,4836
437,3,15,2340,4836
437,5,15,2340,4836
437,10,15,2340,4836
437,20,15,2340,4836
