query,top_k,correct_depth,stop_depth,correct_documents_scored,stop_documents_scored,extra_documents_scored,extra_lookups
540,2,1,1,28124,28124,0,0
540,3,1,1,28124,28124,0,0
540,5,1,0,28124,44097,15973,0
540,10,1,0,28124,44097,15973,0
540,20,0,0,44097,44097,0,0
540,50,0,0,44097,44097,0,0
540,100,0,0,44097,44097,0,0
541,1,12,2,738,22320,21582,1560
541,2,12,2,738,22320,21582,1560
541,3,12,2,738,22320,21582,1560
541,5,5,0,17945,43632,25687,624
541,10,5,0,17945,43632,25687,624
541,20,0,0,43632,43632,0,0
541,50,0,0,43632,43632,0,0
541,100,0,0,43632,43632,0,0
542,1,15,1,55,29567,29512,2184
542,2,6,1,4036,29567,25531,780
542,3,6,1,4036,29567,25531,780
542,5,6,0,4036,35358,31322,780
542,10,3,0,11813,35358,23545,312
542,20,3,0,11813,35358,23545,312
542,50,1,0,29567,35358,5791,0
542,100,1,0,29567,35358,5791,0
543,1,3,0,4750,39715,34965,312
543,2,3,0,4750,39715,34965,312
543,3,3,0,4750,39715,34965,312
543,5,0,0,39715,39715,0,0
543,10,0,0,39715,39715,0,0
543,20,0,0,39715,39715,0,0
543,50,0,0,39715,39715,0,0
543,100,0,0,39715,39715,0,0
544,1,11,2,256,21290,21034,1404
544,2,3,0,21281,44659,23378,312
544,3,3,0,21281,44659,23378,312
544,5,3,0,21281,44659,23378,312
544,10,0,0,44659,44659,0,0
544,20,0,0,44659,44659,0,0
544,50,0,0,44659,44659,0,0
544,100,0,0,44659,44659,0,0
545,1,19,0,74,45590,45516,2808
545,2,19,0,74,45590,45516,2808
545,3,0,0,45590,45590,0,0
545,5,0,0,45590,45590,0,0
545,10,0,0,45590,45590,0,0
545,20,0,0,45590,45590,0,0
545,50,0,0,45590,45590,0,0
545,100,0,0,45590,45590,0,0
546,1,4,2,11499,30139,18640,312
546,2,4,2,11499,30139,18640,312
546,3,4,2,11499,30139,18640,312
546,5,4,2,11499,30139,18640,312
546,10,4,2,11499,30139,18640,312
546,20,4,1,11499,32168,20669,468
546,50,3,1,30108,32168,2060,312
546,100,3,1,30108,32168,2060,312
547,1,32,32,1,1,0,0
547,2,1,1,26380,26380,0,0
547,3,1,1,26380,26380,0,0
547,5,1,1,26380,26380,0,0
547,10,1,1,26380,26380,0,0
547,20,1,1,26380,26380,0,0
547,50,1,0,26380,45697,19317,0
547,100,0,0,45697,45697,0,0
548,1,8,2,1509,7089,5580,936
548,2,7,2,2697,7089,4392,780
548,3,4,2,4303,7089,2786,312
548,5,4,2,4303,7089,2786,312
548,10,4,2,4303,7089,2786,312
548,20,1,1,32551,32551,0,0
548,50,1,0,32551,41971,9420,0
548,100,1,0,32551,41971,9420,0
549,1,18,2,94,23069,22975,2496
549,2,18,2,94,23069,22975,2496
549,3,6,2,10661,23069,12408,624
549,5,6,2,10661,23069,12408,624
549,10,6,0,10661,45053,34392,780
549,20,6,0,10661,45053,34392,780
549,50,0,0,45053,45053,0,0
549,100,0,0,45053,45053,0,0
550,1,1,1,20285,20285,0,0
550,2,1,1,20285,20285,0,0
550,3,1,1,20285,20285,0,0
550,5,1,1,20285,20285,0,0
550,10,1,1,20285,20285,0,0
550,20,1,1,20285,20285,0,0
550,50,0,0,41373,41373,0,0
550,100,0,0,41373,41373,0,0
551,1,8,0,5109,40618,35509,1092
551,2,8,0,5109,40618,35509,1092
551,3,8,0,5109,40618,35509,1092
551,5,8,0,5109,40618,35509,1092
551,10,8,0,5109,40618,35509,1092
551,20,0,0,40618,40618,0,0
551,50,0,0,40618,40618,0,0
551,100,0,0,40618,40618,0,0
552,1,4,2,18380,23498,5118,312
552,2,4,2,18380,23498,5118,312
552,3,4,2,18380,23498,5118,312
552,5,4,2,18380,23498,5118,312
552,10,4,1,18380,28313,9933,468
552,20,4,1,18380,28313,9933,468
552,50,4,0,18380,40452,22072,468
552,100,1,0,28313,40452,12139,0
553,1,9,0,1455,37000,35545,1248
553,2,0,0,37000,37000,0,0
553,3,0,0,37000,37000,0,0
553,5,0,0,37000,37000,0,0
553,10,0,0,37000,37000,0,0
553,20,0,0,37000,37000,0,0
553,50,0,0,37000,37000,0,0
553,100,0,0,37000,37000,0,0
554,1,27,0,1,44281,44280,4056
554,2,0,0,44281,44281,0,0
554,3,0,0,44281,44281,0,0
554,5,0,0,44281,44281,0,0
554,10,0,0,44281,44281,0,0
554,20,0,0,44281,44281,0,0
554,50,0,0,44281,44281,0,0
554,100,0,0,44281,44281,0,0
555,1,17,0,136,42596,42460,2496
555,2,15,0,235,42596,42361,2184
555,3,0,0,42596,42596,0,0
555,5,0,0,42596,42596,0,0
555,10,0,0,42596,42596,0,0
555,20,0,0,42596,42596,0,0
555,50,0,0,42596,42596,0,0
555,100,0,0,42596,42596,0,0
556,1,12,1,1050,30298,29248,1716
556,2,12,1,1050,30298,29248,1716
556,3,12,1,1050,30298,29248,1716
556,5,1,1,30298,30298,0,0
556,10,1,1,30298,30298,0,0
556,20,1,1,30298,30298,0,0
556,50,1,1,30298,30298,0,0
556,100,0,0,45230,45230,0,0
557,1,1,0,27647,42102,14455,0
557,2,1,0,27647,42102,14455,0
557,3,1,0,27647,42102,14455,0
557,5,1,0,27647,42102,14455,0
557,10,1,0,27647,42102,14455,0
557,20,1,0,27647,42102,14455,0
557,50,0,0,42102,42102,0,0
557,100,0,0,42102,42102,0,0
558,1,32,32,2,2,0,0
558,2,32,32,2,2,0,0
558,3,29,29,6,6,0,0
558,5,0,0,42623,42623,0,0
558,10,0,0,42623,42623,0,0
558,20,0,0,42623,42623,0,0
558,50,0,0,42623,42623,0,0
558,100,0,0,42623,42623,0,0
559,1,10,10,1376,1376,0,0
559,2,10,1,1376,29322,27946,1404
559,3,10,1,1376,29322,27946,1404
559,5,6,1,8824,29322,20498,780
559,10,3,1,25194,29322,4128,312
559,20,1,1,29322,29322,0,0
559,50,1,1,29322,29322,0,0
559,100,1,1,29322,29322,0,0
560,1,7,2,6015,22403,16388,780
560,2,7,2,6015,22403,16388,780
560,3,7,2,6015,22403,16388,780
560,5,7,2,6015,22403,16388,780
560,10,7,2,6015,22403,16388,780
560,20,0,0,44633,44633,0,0
560,50,0,0,44633,44633,0,0
560,100,0,0,44633,44633,0,0
561,1,32,32,2,2,0,0
561,2,32,32,2,2,0,0
561,3,0,0,41867,41867,0,0
561,5,0,0,41867,41867,0,0
561,10,0,0,41867,41867,0,0
561,20,0,0,41867,41867,0,0
561,50,0,0,41867,41867,0,0
561,100,0,0,41867,41867,0,0
562,1,0,0,44528,44528,0,0
562,2,0,0,44528,44528,0,0
562,3,0,0,44528,44528,0,0
562,5,0,0,44528,44528,0,0
562,10,0,0,44528,44528,0,0
562,20,0,0,44528,44528,0,0
562,50,0,0,44528,44528,0,0
562,100,0,0,44528,44528,0,0
563,1,25,2,13,32335,32322,3588
563,2,25,2,13,32335,32322,3588
563,3,17,2,701,32335,31634,2340
563,5,17,2,701,32335,31634,2340
563,10,6,2,18624,32335,13711,624
563,20,6,1,18624,35478,16854,780
563,50,6,1,18624,35478,16854,780
563,100,1,1,35478,35478,0,0
564,1,0,0,40455,40455,0,0
564,2,0,0,40455,40455,0,0
564,3,0,0,40455,40455,0,0
564,5,0,0,40455,40455,0,0
564,10,0,0,40455,40455,0,0
564,20,0,0,40455,40455,0,0
564,50,0,0,40455,40455,0,0
564,100,0,0,40455,40455,0,0
565,1,30,2,1,20277,20276,4368
565,2,28,2,2,20277,20275,4056
565,3,0,0,45237,45237,0,0
565,5,0,0,45237,45237,0,0
565,10,0,0,45237,45237,0,0
565,20,0,0,45237,45237,0,0
565,50,0,0,45237,45237,0,0
565,100,0,0,45237,45237,0,0
566,1,27,2,1,21594,21593,3900
566,2,15,2,1120,21594,20474,2028
566,3,15,2,1120,21594,20474,2028
566,5,10,0,2551,45500,42949,1404
566,10,7,0,6470,45500,39030,936
566,20,7,0,6470,45500,39030,936
566,50,0,0,45500,45500,0,0
566,100,0,0,45500,45500,0,0
567,1,30,0,1,41313,41312,4524
567,2,10,0,2445,41313,38868,1404
567,3,6,0,12255,41313,29058,780
567,5,6,0,12255,41313,29058,780
567,10,0,0,41313,41313,0,0
567,20,0,0,41313,41313,0,0
567,50,0,0,41313,41313,0,0
567,100,0,0,41313,41313,0,0
568,1,1,1,27080,27080,0,0
568,2,1,1,27080,27080,0,0
568,3,1,1,27080,27080,0,0
568,5,1,1,27080,27080,0,0
568,10,1,0,27080,47868,20788,0
568,20,1,0,27080,47868,20788,0
568,50,0,0,47868,47868,0,0
568,100,0,0,47868,47868,0,0
569,1,4,2,13217,17384,4167,312
569,2,4,0,13217,41264,28047,468
569,3,4,0,13217,41264,28047,468
569,5,4,0,13217,41264,28047,468
569,10,4,0,13217,41264,28047,468
569,20,0,0,41264,41264,0,0
569,50,0,0,41264,41264,0,0
569,100,0,0,41264,41264,0,0
570,1,7,7,2297,2297,0,0
570,2,7,2,2297,6312,4015,780
570,3,1,1,33031,33031,0,0
570,5,1,1,33031,33031,0,0
570,10,1,1,33031,33031,0,0
570,20,1,1,33031,33031,0,0
570,50,1,1,33031,33031,0,0
570,100,1,1,33031,33031,0,0
571,1,4,0,2843,36010,33167,468
571,2,4,0,2843,36010,33167,468
571,3,0,0,36010,36010,0,0
571,5,0,0,36010,36010,0,0
571,10,0,0,36010,36010,0,0
571,20,0,0,36010,36010,0,0
571,50,0,0,36010,36010,0,0
571,100,0,0,36010,36010,0,0
572,1,4,0,17821,40536,22715,468
572,2,4,0,17821,40536,22715,468
572,3,4,0,17821,40536,22715,468
572,5,0,0,40536,40536,0,0
572,10,0,0,40536,40536,0,0
572,20,0,0,40536,40536,0,0
572,50,0,0,40536,40536,0,0
572,100,0,0,40536,40536,0,0
573,1,1,0,24081,44241,20160,0
573,2,1,0,24081,44241,20160,0
573,3,1,0,24081,44241,20160,0
573,5,0,0,44241,44241,0,0
573,10,0,0,44241,44241,0,0
573,20,0,0,44241,44241,0,0
573,50,0,0,44241,44241,0,0
573,100,0,0,44241,44241,0,0
574,1,7,2,5337,24241,18904,780
574,2,6,2,12189,24241,12052,624
574,3,6,2,12189,24241,12052,624
574,5,6,0,12189,43285,31096,780
574,10,6,0,12189,43285,31096,780
574,20,3,0,24215,43285,19070,312
574,50,0,0,43285,43285,0,0
574,100,0,0,43285,43285,0,0
575,1,1,1,28992,28992,0,0
575,2,1,1,28992,28992,0,0
575,3,1,1,28992,28992,0,0
575,5,1,1,28992,28992,0,0
575,10,1,1,28992,28992,0,0
575,20,1,1,28992,28992,0,0
575,50,1,1,28992,28992,0,0
575,100,1,0,28992,47470,18478,0
576,1,5,2,16669,23392,6723,468
576,2,5,2,16669,23392,6723,468
576,3,5,2,16669,23392,6723,468
576,5,5,2,16669,23392,6723,468
576,10,5,0,16669,42213,25544,624
576,20,5,0,16669,42213,25544,624
576,50,4,0,19500,42213,22713,468
576,100,0,0,42213,42213,0,0
577,1,3,3,25032,25032,0,0
577,2,3,3,25032,25032,0,0
577,3,3,3,25032,25032,0,0
577,5,3,1,25032,27011,1979,312
577,10,3,1,25032,27011,1979,312
577,20,0,0,47051,47051,0,0
577,50,0,0,47051,47051,0,0
577,100,0,0,47051,47051,0,0
578,1,24,1,1,21409,21408,3588
578,2,0,0,43231,43231,0,0
578,3,0,0,43231,43231,0,0
578,5,0,0,43231,43231,0,0
578,10,0,0,43231,43231,0,0
578,20,0,0,43231,43231,0,0
578,50,0,0,43231,43231,0,0
578,100,0,0,43231,43231,0,0
579,1,4,0,6752,40383,33631,468
579,2,4,0,6752,40383,33631,468
579,3,4,0,6752,40383,33631,468
579,5,0,0,40383,40383,0,0
579,10,0,0,40383,40383,0,0
579,20,0,0,40383,40383,0,0
579,50,0,0,40383,40383,0,0
579,100,0,0,40383,40383,0,0
580,1,31,31,1,1,0,0
580,2,21,2,57,22851,22794,2964
580,3,21,2,57,22851,22794,2964
580,5,6,2,14206,22851,8645,624
580,10,6,0,14206,43160,28954,780
580,20,6,0,14206,43160,28954,780
580,50,0,0,43160,43160,0,0
580,100,0,0,43160,43160,0,0
581,1,8,0,3454,43907,40453,1092
581,2,8,0,3454,43907,40453,1092
581,3,8,0,3454,43907,40453,1092
581,5,8,0,3454,43907,40453,1092
581,10,4,0,14186,43907,29721,468
581,20,4,0,14186,43907,29721,468
581,50,0,0,43907,43907,0,0
581,100,0,0,43907,43907,0,0
582,1,10,0,1268,42502,41234,1404
582,2,10,0,1268,42502,41234,1404
582,3,10,0,1268,42502,41234,1404
582,5,10,0,1268,42502,41234,1404
582,10,9,0,2714,42502,39788,1248
582,20,0,0,42502,42502,0,0
582,50,0,0,42502,42502,0,0
582,100,0,0,42502,42502,0,0
583,1,15,1,248,23763,23515,2184
583,2,15,1,248,23763,23515,2184
583,3,15,1,248,23763,23515,2184
583,5,1,0,23763,38474,14711,0
583,10,0,0,38474,38474,0,0
583,20,0,0,38474,38474,0,0
583,50,0,0,38474,38474,0,0
583,100,0,0,38474,38474,0,0
584,1,1,0,25848,37425,11577,0
584,2,1,0,25848,37425,11577,0
584,3,1,0,25848,37425,11577,0
584,5,0,0,37425,37425,0,0
584,10,0,0,37425,37425,0,0
584,20,0,0,37425,37425,0,0
584,50,0,0,37425,37425,0,0
584,100,0,0,37425,37425,0,0
585,1,2,0,14709,38257,23548,156
585,2,0,0,38257,38257,0,0
585,3,0,0,38257,38257,0,0
585,5,0,0,38257,38257,0,0
585,10,0,0,38257,38257,0,0
585,20,0,0,38257,38257,0,0
585,50,0,0,38257,38257,0,0
585,100,0,0,38257,38257,0,0
586,1,9,2,468,3562,3094,1092
586,2,8,2,543,3562,3019,936
586,3,8,2,543,3562,3019,936
586,5,8,2,543,3562,3019,936
586,10,1,1,32700,32700,0,0
586,20,1,1,32700,32700,0,0
586,50,1,1,32700,32700,0,0
586,100,1,1,32700,32700,0,0
587,1,22,2,1,25950,25949,3120
587,2,10,2,714,25950,25236,1248
587,3,10,0,714,45711,44997,1404
587,5,10,0,714,45711,44997,1404
587,10,6,0,5650,45711,40061,780
587,20,5,0,20721,45711,24990,624
587,50,0,0,45711,45711,0,0
587,100,0,0,45711,45711,0,0
588,1,12,0,193,33936,33743,1716
588,2,12,0,193,33936,33743,1716
588,3,12,0,193,33936,33743,1716
588,5,0,0,33936,33936,0,0
588,10,0,0,33936,33936,0,0
588,20,0,0,33936,33936,0,0
588,50,0,0,33936,33936,0,0
588,100,0,0,33936,33936,0,0
589,1,5,2,15842,25142,9300,468
589,2,5,2,15842,25142,9300,468
589,3,5,2,15842,25142,9300,468
589,5,5,2,15842,25142,9300,468
589,10,5,0,15842,40993,25151,624
589,20,5,0,15842,40993,25151,624
589,50,0,0,40993,40993,0,0
589,100,0,0,40993,40993,0,0
590,1,17,9,30,602,572,1248
590,2,1,1,25009,25009,0,0
590,3,1,1,25009,25009,0,0
590,5,1,1,25009,25009,0,0
590,10,1,1,25009,25009,0,0
590,20,1,1,25009,25009,0,0
590,50,1,0,25009,42798,17789,0
590,100,0,0,42798,42798,0,0
591,1,17,2,429,14885,14456,2340
591,2,17,2,429,14885,14456,2340
591,3,17,2,429,14885,14456,2340
591,5,0,0,43257,43257,0,0
591,10,0,0,43257,43257,0,0
591,20,0,0,43257,43257,0,0
591,50,0,0,43257,43257,0,0
591,100,0,0,43257,43257,0,0
592,1,32,32,1,1,0,0
592,2,27,2,3,19928,19925,3900
592,3,27,2,3,19928,19925,3900
592,5,4,1,14289,24242,9953,468
592,10,4,0,14289,40239,25950,468
592,20,0,0,40239,40239,0,0
592,50,0,0,40239,40239,0,0
592,100,0,0,40239,40239,0,0
593,1,12,2,717,21377,20660,1560
593,2,10,2,1663,21377,19714,1248
593,3,10,2,1663,21377,19714,1248
593,5,3,2,21335,21377,42,156
593,10,3,0,21335,36268,14933,312
593,20,0,0,36268,36268,0,0
593,50,0,0,36268,36268,0,0
593,100,0,0,36268,36268,0,0
594,1,24,2,8,28875,28867,3432
594,2,24,2,8,28875,28867,3432
594,3,23,2,100,28875,28775,3276
594,5,11,2,2596,28875,26279,1404
594,10,7,2,9088,28875,19787,780
594,20,7,1,9088,32415,23327,936
594,50,7,1,9088,32415,23327,936
594,100,7,1,9088,32415,23327,936
595,1,4,1,20959,31208,10249,468
595,2,4,1,20959,31208,10249,468
595,3,4,1,20959,31208,10249,468
595,5,4,1,20959,31208,10249,468
595,10,4,1,20959,31208,10249,468
595,20,1,1,31208,31208,0,0
595,50,1,1,31208,31208,0,0
595,100,1,1,31208,31208,0,0
596,1,19,2,13,23700,23687,2652
596,2,8,0,1154,38759,37605,1092
596,3,6,0,3083,38759,35676,780
596,5,5,0,3859,38759,34900,624
596,10,3,0,23613,38759,15146,312
596,20,0,0,38759,38759,0,0
596,50,0,0,38759,38759,0,0
596,100,0,0,38759,38759,0,0
597,1,0,0,40431,40431,0,0
597,2,0,0,40431,40431,0,0
597,3,0,0,40431,40431,0,0
597,5,0,0,40431,40431,0,0
597,10,0,0,40431,40431,0,0
597,20,0,0,40431,40431,0,0
597,50,0,0,40431,40431,0,0
597,100,0,0,40431,40431,0,0
598,1,32,32,1,1,0,0
598,2,11,1,306,19409,19103,1560
598,3,8,1,2590,19409,16819,1092
598,5,8,0,2590,37782,35192,1092
598,10,0,0,37782,37782,0,0
598,20,0,0,37782,37782,0,0
598,50,0,0,37782,37782,0,0
598,100,0,0,37782,37782,0,0
599,1,32,32,4,4,0,0
599,2,32,32,4,4,0,0
599,3,32,32,4,4,0,0
599,5,20,12,58,225,167,1248
599,10,11,11,753,753,0,0
599,20,11,0,753,43050,42297,1560
599,50,0,0,43050,43050,0,0
599,100,0,0,43050,43050,0,0
600,1,15,0,134,35301,35167,2184
600,2,6,0,1896,35301,33405,780
600,3,6,0,1896,35301,33405,780
600,5,6,0,1896,35301,33405,780
600,10,0,0,35301,35301,0,0
600,20,0,0,35301,35301,0,0
600,50,0,0,35301,35301,0,0
600,100,0,0,35301,35301,0,0
601,1,22,2,3,10886,10883,3120
601,2,6,2,5995,10886,4891,624
601,3,6,2,5995,10886,4891,624
601,5,6,2,5995,10886,4891,624
601,10,4,2,9432,10886,1454,312
601,20,4,0,9432,40137,30705,468
601,50,4,0,9432,40137,30705,468
601,100,0,0,40137,40137,0,0
602,1,0,0,38540,38540,0,0
602,2,0,0,38540,38540,0,0
602,3,0,0,38540,38540,0,0
602,5,0,0,38540,38540,0,0
602,10,0,0,38540,38540,0,0
602,20,0,0,38540,38540,0,0
602,50,0,0,38540,38540,0,0
602,100,0,0,38540,38540,0,0
603,1,4,0,6622,38457,31835,468
603,2,4,0,6622,38457,31835,468
603,3,4,0,6622,38457,31835,468
603,5,4,0,6622,38457,31835,468
603,10,4,0,6622,38457,31835,468
603,20,4,0,6622,38457,31835,468
603,50,0,0,38457,38457,0,0
603,100,0,0,38457,38457,0,0
604,1,11,2,91,18993,18902,1404
604,2,9,2,836,18993,18157,1092
604,3,9,2,836,18993,18157,1092
604,5,5,0,5683,36051,30368,624
604,10,5,0,5683,36051,30368,624
604,20,0,0,36051,36051,0,0
604,50,0,0,36051,36051,0,0
604,100,0,0,36051,36051,0,0
605,1,12,0,116,39627,39511,1716
605,2,4,0,10815,39627,28812,468
605,3,4,0,10815,39627,28812,468
605,5,4,0,10815,39627,28812,468
605,10,4,0,10815,39627,28812,468
605,20,0,0,39627,39627,0,0
605,50,0,0,39627,39627,0,0
605,100,0,0,39627,39627,0,0
606,1,20,1,57,27990,27933,2964
606,2,1,1,27990,27990,0,0
606,3,1,1,27990,27990,0,0
606,5,1,1,27990,27990,0,0
606,10,1,1,27990,27990,0,0
606,20,1,1,27990,27990,0,0
606,50,1,0,27990,42558,14568,0
606,100,1,0,27990,42558,14568,0
607,1,8,2,216,9250,9034,936
607,2,8,0,216,36815,36599,1092
607,3,3,0,9187,36815,27628,312
607,5,3,0,9187,36815,27628,312
607,10,1,0,26720,36815,10095,0
607,20,1,0,26720,36815,10095,0
607,50,0,0,36815,36815,0,0
607,100,0,0,36815,36815,0,0
608,1,0,0,41797,41797,0,0
608,2,0,0,41797,41797,0,0
608,3,0,0,41797,41797,0,0
608,5,0,0,41797,41797,0,0
608,10,0,0,41797,41797,0,0
608,20,0,0,41797,41797,0,0
608,50,0,0,41797,41797,0,0
608,100,0,0,41797,41797,0,0
609,1,20,8,13,4309,4296,1872
609,2,20,8,13,4309,4296,1872
609,3,8,2,4309,19975,15666,936
609,5,8,2,4309,19975,15666,936
609,10,8,2,4309,19975,15666,936
609,20,8,0,4309,40504,36195,1092
609,50,0,0,40504,40504,0,0
609,100,0,0,40504,40504,0,0
610,1,32,32,3,3,0,0
610,2,32,32,3,3,0,0
610,3,32,32,3,3,0,0
610,5,1,1,31226,31226,0,0
610,10,1,1,31226,31226,0,0
610,20,1,0,31226,39989,8763,0
610,50,1,0,31226,39989,8763,0
610,100,0,0,39989,39989,0,0
611,1,21,2,25,10331,10306,2964
611,2,21,2,25,10331,10306,2964
611,3,21,0,25,35654,35629,3120
611,5,10,0,486,35654,35168,1404
611,10,0,0,35654,35654,0,0
611,20,0,0,35654,35654,0,0
611,50,0,0,35654,35654,0,0
611,100,0,0,35654,35654,0,0
612,1,8,2,465,7322,6857,936
612,2,4,2,5892,7322,1430,312
612,3,4,2,5892,7322,1430,312
612,5,4,2,5892,7322,1430,312
612,10,4,2,5892,7322,1430,312
612,20,4,2,5892,7322,1430,312
612,50,1,0,22693,39988,17295,0
612,100,1,0,22693,39988,17295,0
613,1,3,0,22234,44995,22761,312
613,2,3,0,22234,44995,22761,312
613,3,3,0,22234,44995,22761,312
613,5,0,0,44995,44995,0,0
613,10,0,0,44995,44995,0,0
613,20,0,0,44995,44995,0,0
613,50,0,0,44995,44995,0,0
613,100,0,0,44995,44995,0,0
614,1,15,2,315,20872,20557,2028
614,2,7,2,5632,20872,15240,780
614,3,7,0,5632,45322,39690,936
614,5,7,0,5632,45322,39690,936
614,10,0,0,45322,45322,0,0
614,20,0,0,45322,45322,0,0
614,50,0,0,45322,45322,0,0
614,100,0,0,45322,45322,0,0
615,1,32,32,1,1,0,0
615,2,12,2,749,10114,9365,1560
615,3,12,2,749,10114,9365,1560
615,5,12,2,749,10114,9365,1560
615,10,12,2,749,10114,9365,1560
615,20,6,0,5065,40211,35146,780
615,50,0,0,40211,40211,0,0
615,100,0,0,40211,40211,0,0
616,1,7,2,6775,25498,18723,780
616,2,7,2,6775,25498,18723,780
616,3,7,2,6775,25498,18723,780
616,5,7,2,6775,25498,18723,780
616,10,7,2,6775,25498,18723,780
616,20,7,2,6775,25498,18723,780
616,50,5,2,18160,25498,7338,468
616,100,5,2,18160,25498,7338,468
617,1,0,0,40575,40575,0,0
617,2,0,0,40575,40575,0,0
617,3,0,0,40575,40575,0,0
617,5,0,0,40575,40575,0,0
617,10,0,0,40575,40575,0,0
617,20,0,0,40575,40575,0,0
617,50,0,0,40575,40575,0,0
617,100,0,0,40575,40575,0,0
618,1,20,0,11,40702,40691,2964
618,2,3,0,18865,40702,21837,312
618,3,3,0,18865,40702,21837,312
618,5,0,0,40702,40702,0,0
618,10,0,0,40702,40702,0,0
618,20,0,0,40702,40702,0,0
618,50,0,0,40702,40702,0,0
618,100,0,0,40702,40702,0,0
619,1,23,2,2,5229,5227,3276
619,2,23,2,2,5229,5227,3276
619,3,17,2,59,5229,5170,2340
619,5,12,2,425,5229,4804,1560
619,10,3,0,5202,46092,40890,312
619,20,0,0,46092,46092,0,0
619,50,0,0,46092,46092,0,0
619,100,0,0,46092,46092,0,0
620,1,1,1,18345,18345,0,0
620,2,0,0,44118,44118,0,0
620,3,0,0,44118,44118,0,0
620,5,0,0,44118,44118,0,0
620,10,0,0,44118,44118,0,0
620,20,0,0,44118,44118,0,0
620,50,0,0,44118,44118,0,0
620,100,0,0,44118,44118,0,0
621,1,7,2,1772,5416,3644,780
621,2,1,1,25055,25055,0,0
621,3,1,1,25055,25055,0,0
621,5,1,1,25055,25055,0,0
621,10,1,1,25055,25055,0,0
621,20,1,0,25055,41507,16452,0
621,50,1,0,25055,41507,16452,0
621,100,0,0,41507,41507,0,0
622,1,9,1,3551,25987,22436,1248
622,2,9,1,3551,25987,22436,1248
622,3,6,1,15074,25987,10913,780
622,5,6,1,15074,25987,10913,780
622,10,6,1,15074,25987,10913,780
622,20,6,1,15074,25987,10913,780
622,50,1,1,25987,25987,0,0
622,100,1,0,25987,43345,17358,0
623,1,8,8,5955,5955,0,0
623,2,8,6,5955,13525,7570,312
623,3,8,2,5955,22228,16273,936
623,5,8,1,5955,25822,19867,1092
623,10,6,1,13525,25822,12297,780
623,20,6,1,13525,25822,12297,780
623,50,0,0,44377,44377,0,0
623,100,0,0,44377,44377,0,0
624,1,27,2,1,8018,8017,3900
624,2,1,1,26432,26432,0,0
624,3,1,1,26432,26432,0,0
624,5,1,1,26432,26432,0,0
624,10,1,0,26432,41814,15382,0
624,20,1,0,26432,41814,15382,0
624,50,1,0,26432,41814,15382,0
624,100,0,0,41814,41814,0,0
625,1,6,6,2224,2224,0,0
625,2,6,0,2224,42763,40539,780
625,3,4,0,8958,42763,33805,468
625,5,0,0,42763,42763,0,0
625,10,0,0,42763,42763,0,0
625,20,0,0,42763,42763,0,0
625,50,0,0,42763,42763,0,0
625,100,0,0,42763,42763,0,0
626,1,23,23,10,10,0,0
626,2,0,0,42797,42797,0,0
626,3,0,0,42797,42797,0,0
626,5,0,0,42797,42797,0,0
626,10,0,0,42797,42797,0,0
626,20,0,0,42797,42797,0,0
626,50,0,0,42797,42797,0,0
626,100,0,0,42797,42797,0,0
627,1,2,1,1689,26018,24329,156
627,2,1,1,26018,26018,0,0
627,3,1,1,26018,26018,0,0
627,5,1,1,26018,26018,0,0
627,10,1,1,26018,26018,0,0
627,20,1,0,26018,42814,16796,0
627,50,1,0,26018,42814,16796,0
627,100,0,0,42814,42814,0,0
628,1,0,0,39410,39410,0,0
628,2,0,0,39410,39410,0,0
628,3,0,0,39410,39410,0,0
628,5,0,0,39410,39410,0,0
628,10,0,0,39410,39410,0,0
628,20,0,0,39410,39410,0,0
628,50,0,0,39410,39410,0,0
628,100,0,0,39410,39410,0,0
629,1,8,0,3211,40824,37613,1092
629,2,8,0,3211,40824,37613,1092
629,3,8,0,3211,40824,37613,1092
629,5,6,0,9455,40824,31369,780
629,10,0,0,40824,40824,0,0
629,20,0,0,40824,40824,0,0
629,50,0,0,40824,40824,0,0
629,100,0,0,40824,40824,0,0
630,1,18,2,101,24081,23980,2496
630,2,18,2,101,24081,23980,2496
630,3,18,2,101,24081,23980,2496
630,5,9,2,3260,24081,20821,1092
630,10,6,2,9550,24081,14531,624
630,20,0,0,39865,39865,0,0
630,50,0,0,39865,39865,0,0
630,100,0,0,39865,39865,0,0
631,1,0,0,36608,36608,0,0
631,2,0,0,36608,36608,0,0
631,3,0,0,36608,36608,0,0
631,5,0,0,36608,36608,0,0
631,10,0,0,36608,36608,0,0
631,20,0,0,36608,36608,0,0
631,50,0,0,36608,36608,0,0
631,100,0,0,36608,36608,0,0
632,1,1,1,19898,19898,0,0
632,2,1,1,19898,19898,0,0
632,3,1,1,19898,19898,0,0
632,5,1,1,19898,19898,0,0
632,10,1,1,19898,19898,0,0
632,20,1,0,19898,39413,19515,0
632,50,0,0,39413,39413,0,0
632,100,0,0,39413,39413,0,0
633,1,32,32,1,1,0,0
633,2,4,0,11660,43733,32073,468
633,3,0,0,43733,43733,0,0
633,5,0,0,43733,43733,0,0
633,10,0,0,43733,43733,0,0
633,20,0,0,43733,43733,0,0
633,50,0,0,43733,43733,0,0
633,100,0,0,43733,43733,0,0
634,1,21,6,13,12884,12871,2340
634,2,6,6,12884,12884,0,0
634,3,6,6,12884,12884,0,0
634,5,6,2,12884,26759,13875,624
634,10,6,2,12884,26759,13875,624
