query,top_k,correct_depth,stop_depth,correct_documents_scored,stop_documents_scored,extra_documents_scored,extra_lookups
94,20,4,2,20368,27162,6794,312
94,50,4,0,20368,40118,19750,468
94,100,4,0,20368,40118,19750,468
95,1,0,0,39392,39392,0,0
95,2,0,0,39392,39392,0,0
95,3,0,0,39392,39392,0,0
95,5,0,0,39392,39392,0,0
95,10,0,0,39392,39392,0,0
95,20,0,0,39392,39392,0,0
95,50,0,0,39392,39392,0,0
95,100,0,0,39392,39392,0,0
96,1,19,2,5,16770,16765,2652
96,2,8,2,1187,16770,15583,936
96,3,8,2,1187,16770,15583,936
96,5,8,2,1187,16770,15583,936
96,10,3,0,16753,39205,22452,312
96,20,3,0,16753,39205,22452,312
96,50,3,0,16753,39205,22452,312
96,100,1,0,18479,39205,20726,0
97,1,15,2,579,9276,8697,2028
97,2,7,0,2822,43069,40247,936
97,3,7,0,2822,43069,40247,936
97,5,0,0,43069,43069,0,0
97,10,0,0,43069,43069,0,0
97,20,0,0,43069,43069,0,0
97,50,0,0,43069,43069,0,0
97,100,0,0,43069,43069,0,0
98,1,1,1,23673,23673,0,0
98,2,1,0,23673,37765,14092,0
98,3,1,0,23673,37765,14092,0
98,5,1,0,23673,37765,14092,0
98,10,0,0,37765,37765,0,0
98,20,0,0,37765,37765,0,0
98,50,0,0,37765,37765,0,0
98,100,0,0,37765,37765,0,0
99,1,2,0,21490,39166,17676,156
99,2,0,0,39166,39166,0,0
99,3,0,0,39166,39166,0,0
99,5,0,0,39166,39166,0,0
99,10,0,0,39166,39166,0,0
99,20,0,0,39166,39166,0,0
99,50,0,0,39166,39166,0,0
99,100,0,0,39166,39166,0,0
100,1,32,32,1,1,0,0
100,2,6,2,4360,20605,16245,624
100,3,6,1,4360,27001,22641,780
100,5,3,1,20508,27001,6493,312
100,10,1,1,27001,27001,0,0
100,20,1,0,27001,38917,11916,0
100,50,1,0,27001,38917,11916,0
100,100,0,0,38917,38917,0,0
101,1,20,2,33,15353,15320,2808
101,2,0,0,40351,40351,0,0
101,3,0,0,40351,40351,0,0
101,5,0,0,40351,40351,0,0
101,10,0,0,40351,40351,0,0
101,20,0,0,40351,40351,0,0
101,50,0,0,40351,40351,0,0
101,100,0,0,40351,40351,0,0
102,1,11,2,574,21343,20769,1404
102,2,11,2,574,21343,20769,1404
102,3,11,2,574,21343,20769,1404
102,5,11,0,574,42794,42220,1560
102,10,2,0,21343,42794,21451,156
102,20,2,0,21343,42794,21451,156
102,50,0,0,42794,42794,0,0
102,100,0,0,42794,42794,0,0
103,1,21,0,15,40614,40599,3120
103,2,21,0,15,40614,40599,3120
103,3,0,0,40614,40614,0,0
103,5,0,0,40614,40614,0,0
103,10,0,0,40614,40614,0,0
103,20,0,0,40614,40614,0,0
103,50,0,0,40614,40614,0,0
103,100,0,0,40614,40614,0,0
104,1,0,0,41646,41646,0,0
104,2,0,0,41646,41646,0,0
104,3,0,0,41646,41646,0,0
104,5,0,0,41646,41646,0,0
104,10,0,0,41646,41646,0,0
104,20,0,0,41646,41646,0,0
104,50,0,0,41646,41646,0,0
104,100,0,0,41646,41646,0,0
105,1,7,0,1929,33863,31934,936
105,2,0,0,33863,33863,0,0
105,3,0,0,33863,33863,0,0
105,5,0,0,33863,33863,0,0
105,10,0,0,33863,33863,0,0
105,20,0,0,33863,33863,0,0
105,50,0,0,33863,33863,0,0
105,100,0,0,33863,33863,0,0
106,1,5,2,9852,22905,13053,468
106,2,5,2,9852,22905,13053,468
106,3,5,2,9852,22905,13053,468
106,5,5,2,9852,22905,13053,468
106,10,3,2,22834,22905,71,156
106,20,3,2,22834,22905,71,156
106,50,3,0,22834,38389,15555,312
106,100,0,0,38389,38389,0,0
107,1,29,2,1,26705,26704,4212
107,2,9,1,630,30320,29690,1248
107,3,4,1,14835,30320,15485,468
107,5,4,1,14835,30320,15485,468
107,10,4,1,14835,30320,15485,468
107,20,4,0,14835,45047,30212,468
107,50,0,0,45047,45047,0,0
107,100,0,0,45047,45047,0,0
108,1,16,0,4,39561,39557,2340
108,2,1,0,22960,39561,16601,0
108,3,1,0,22960,39561,16601,0
108,5,1,0,22960,39561,16601,0
108,10,0,0,39561,39561,0,0
108,20,0,0,39561,39561,0,0
108,50,0,0,39561,39561,0,0
108,100,0,0,39561,39561,0,0
109,1,4,1,14670,23893,9223,468
109,2,4,1,14670,23893,9223,468
109,3,4,1,14670,23893,9223,468
109,5,4,1,14670,23893,9223,468
109,10,4,1,14670,23893,9223,468
109,20,4,0,14670,41459,26789,468
109,50,1,0,23893,41459,17566,0
109,100,0,0,41459,41459,0,0
110,1,15,0,11,36220,36209,2184
110,2,6,0,298,36220,35922,780
110,3,0,0,36220,36220,0,0
110,5,0,0,36220,36220,0,0
110,10,0,0,36220,36220,0,0
110,20,0,0,36220,36220,0,0
110,50,0,0,36220,36220,0,0
110,100,0,0,36220,36220,0,0
111,1,0,0,43279,43279,0,0
111,2,0,0,43279,43279,0,0
111,3,0,0,43279,43279,0,0
111,5,0,0,43279,43279,0,0
111,10,0,0,43279,43279,0,0
111,20,0,0,43279,43279,0,0
111,50,0,0,43279,43279,0,0
111,100,0,0,43279,43279,0,0
112,1,15,0,242,42520,42278,2184
112,2,8,0,4804,42520,37716,1092
112,3,0,0,42520,42520,0,0
112,5,0,0,42520,42520,0,0
112,10,0,0,42520,42520,0,0
112,20,0,0,42520,42520,0,0
112,50,0,0,42520,42520,0,0
112,100,0,0,42520,42520,0,0
113,1,6,2,2637,20666,18029,624
113,2,6,2,2637,20666,18029,624
113,3,5,1,6837,28976,22139,624
113,5,5,1,6837,28976,22139,624
113,10,5,1,6837,28976,22139,624
113,20,1,1,28976,28976,0,0
113,50,1,0,28976,36460,7484,0
113,100,1,0,28976,36460,7484,0
114,1,1,0,20655,39790,19135,0
114,2,1,0,20655,39790,19135,0
114,3,1,0,20655,39790,19135,0
114,5,1,0,20655,39790,19135,0
114,10,0,0,39790,39790,0,0
114,20,0,0,39790,39790,0,0
114,50,0,0,39790,39790,0,0
114,100,0,0,39790,39790,0,0
115,1,0,0,39673,39673,0,0
115,2,0,0,39673,39673,0,0
115,3,0,0,39673,39673,0,0
115,5,0,0,39673,39673,0,0
115,10,0,0,39673,39673,0,0
115,20,0,0,39673,39673,0,0
115,50,0,0,39673,39673,0,0
115,100,0,0,39673,39673,0,0
116,1,18,2,57,3768,3711,2496
116,2,18,2,57,3768,3711,2496
116,3,18,2,57,3768,3711,2496
116,5,18,2,57,3768,3711,2496
116,10,5,1,2436,27495,25059,624
116,20,1,1,27495,27495,0,0
116,50,0,0,46335,46335,0,0
116,100,0,0,46335,46335,0,0
117,1,32,32,1,1,0,0
117,2,19,19,24,24,0,0
117,3,19,19,24,24,0,0
117,5,12,0,527,45620,45093,1716
117,10,0,0,45620,45620,0,0
117,20,0,0,45620,45620,0,0
117,50,0,0,45620,45620,0,0
117,100,0,0,45620,45620,0,0
118,1,15,0,31,42300,42269,2184
118,2,0,0,42300,42300,0,0
118,3,0,0,42300,42300,0,0
118,5,0,0,42300,42300,0,0
118,10,0,0,42300,42300,0,0
118,20,0,0,42300,42300,0,0
118,50,0,0,42300,42300,0,0
118,100,0,0,42300,42300,0,0
119,1,12,2,523,24503,23980,1560
119,2,12,2,523,24503,23980,1560
119,3,10,2,2785,24503,21718,1248
119,5,10,2,2785,24503,21718,1248
119,10,10,2,2785,24503,21718,1248
119,20,9,0,5788,44178,38390,1248
119,50,0,0,44178,44178,0,0
119,100,0,0,44178,44178,0,0
120,1,32,32,1,1,0,0
120,2,23,2,3,17329,17326,3276
120,3,23,2,3,17329,17326,3276
120,5,3,2,17317,17329,12,156
120,10,0,0,43100,43100,0,0
120,20,0,0,43100,43100,0,0
120,50,0,0,43100,43100,0,0
120,100,0,0,43100,43100,0,0
121,1,12,2,6,7839,7833,1560
121,2,2,2,7839,7839,0,0
121,3,2,2,7839,7839,0,0
121,5,2,2,7839,7839,0,0
121,10,2,0,7839,38830,30991,156
121,20,2,0,7839,38830,30991,156
121,50,2,0,7839,38830,30991,156
121,100,1,0,22824,38830,16006,0
122,1,4,2,9568,25462,15894,312
122,2,4,2,9568,25462,15894,312
122,3,4,2,9568,25462,15894,312
122,5,3,1,25422,28685,3263,312
122,10,3,0,25422,41080,15658,312
122,20,3,0,25422,41080,15658,312
122,50,3,0,25422,41080,15658,312
122,100,0,0,41080,41080,0,0
123,1,5,0,14156,47106,32950,624
123,2,0,0,47106,47106,0,0
123,3,0,0,47106,47106,0,0
123,5,0,0,47106,47106,0,0
123,10,0,0,47106,47106,0,0
123,20,0,0,47106,47106,0,0
123,50,0,0,47106,47106,0,0
123,100,0,0,47106,47106,0,0
124,1,1,0,23999,44564,20565,0
124,2,1,0,23999,44564,20565,0
124,3,1,0,23999,44564,20565,0
124,5,0,0,44564,44564,0,0
124,10,0,0,44564,44564,0,0
124,20,0,0,44564,44564,0,0
124,50,0,0,44564,44564,0,0
124,100,0,0,44564,44564,0,0
125,1,0,0,44781,44781,0,0
125,2,0,0,44781,44781,0,0
125,3,0,0,44781,44781,0,0
125,5,0,0,44781,44781,0,0
125,10,0,0,44781,44781,0,0
125,20,0,0,44781,44781,0,0
125,50,0,0,44781,44781,0,0
125,100,0,0,44781,44781,0,0
126,1,23,0,2,42012,42010,3432
126,2,4,0,6162,42012,35850,468
126,3,0,0,42012,42012,0,0
126,5,0,0,42012,42012,0,0
126,10,0,0,42012,42012,0,0
126,20,0,0,42012,42012,0,0
126,50,0,0,42012,42012,0,0
126,100,0,0,42012,42012,0,0
127,1,32,32,3,3,0,0
127,2,32,32,3,3,0,0
127,3,32,32,3,3,0,0
127,5,26,2,6,4434,4428,3744
127,10,0,0,38397,38397,0,0
127,20,0,0,38397,38397,0,0
127,50,0,0,38397,38397,0,0
127,100,0,0,38397,38397,0,0
128,1,4,1,9563,21847,12284,468
128,2,4,0,9563,38488,28925,468
128,3,4,0,9563,38488,28925,468
128,5,4,0,9563,38488,28925,468
128,10,1,0,21847,38488,16641,0
128,20,1,0,21847,38488,16641,0
128,50,0,0,38488,38488,0,0
128,100,0,0,38488,38488,0,0
129,1,16,2,206,27614,27408,2184
129,2,12,2,334,27614,27280,1560
129,3,6,2,8974,27614,18640,624
129,5,6,2,8974,27614,18640,624
129,10,6,2,8974,27614,18640,624
129,20,6,2,8974,27614,18640,624
129,50,3,2,27567,27614,47,156
129,100,3,0,27567,43682,16115,312
130,1,0,0,43558,43558,0,0
130,2,0,0,43558,43558,0,0
130,3,0,0,43558,43558,0,0
130,5,0,0,43558,43558,0,0
130,10,0,0,43558,43558,0,0
130,20,0,0,43558,43558,0,0
130,50,0,0,43558,43558,0,0
130,100,0,0,43558,43558,0,0
131,1,6,1,3415,27400,23985,780
131,2,3,0,22258,40854,18596,312
131,3,3,0,22258,40854,18596,312
131,5,3,0,22258,40854,18596,312
131,10,3,0,22258,40854,18596,312
131,20,0,0,40854,40854,0,0
131,50,0,0,40854,40854,0,0
131,100,0,0,40854,40854,0,0
132,1,0,0,42136,42136,0,0
132,2,0,0,42136,42136,0,0
132,3,0,0,42136,42136,0,0
132,5,0,0,42136,42136,0,0
132,10,0,0,42136,42136,0,0
132,20,0,0,42136,42136,0,0
132,50,0,0,42136,42136,0,0
132,100,0,0,42136,42136,0,0
133,1,4,2,1994,2927,933,312
133,2,4,2,1994,2927,933,312
133,3,4,2,1994,2927,933,312
133,5,0,0,46603,46603,0,0
133,10,0,0,46603,46603,0,0
133,20,0,0,46603,46603,0,0
133,50,0,0,46603,46603,0,0
133,100,0,0,46603,46603,0,0
134,1,4,1,12117,30657,18540,468
134,2,4,1,12117,30657,18540,468
134,3,4,1,12117,30657,18540,468
134,5,4,1,12117,30657,18540,468
134,10,3,1,24640,30657,6017,312
134,20,1,1,30657,30657,0,0
134,50,1,1,30657,30657,0,0
134,100,1,1,30657,30657,0,0
135,1,8,8,901,901,0,0
135,2,8,8,901,901,0,0
135,3,8,8,901,901,0,0
135,5,3,2,20902,20913,11,156
135,10,3,2,20902,20913,11,156
135,20,3,2,20902,20913,11,156
135,50,3,1,20902,22551,1649,312
135,100,3,0,20902,43037,22135,312
136,1,23,0,2,40511,40509,3432
136,2,0,0,40511,40511,0,0
136,3,0,0,40511,40511,0,0
136,5,0,0,40511,40511,0,0
136,10,0,0,40511,40511,0,0
136,20,0,0,40511,40511,0,0
136,50,0,0,40511,40511,0,0
136,100,0,0,40511,40511,0,0
137,1,12,2,77,18157,18080,1560
137,2,8,0,1990,38923,36933,1092
137,3,7,0,3799,38923,35124,936
137,5,7,0,3799,38923,35124,936
137,10,6,0,6902,38923,32021,780
137,20,0,0,38923,38923,0,0
137,50,0,0,38923,38923,0,0
137,100,0,0,38923,38923,0,0
138,1,32,32,1,1,0,0
138,2,22,2,4,20220,20216,3120
138,3,15,1,532,25745,25213,2184
138,5,15,1,532,25745,25213,2184
138,10,1,1,25745,25745,0,0
138,20,1,1,25745,25745,0,0
138,50,1,1,25745,25745,0,0
138,100,1,0,25745,42437,16692,0
139,1,8,1,1101,31551,30450,1092
139,2,1,1,31551,31551,0,0
139,3,1,1,31551,31551,0,0
139,5,1,1,31551,31551,0,0
139,10,1,0,31551,37477,5926,0
139,20,1,0,31551,37477,5926,0
139,50,1,0,31551,37477,5926,0
139,100,1,0,31551,37477,5926,0
140,1,0,0,37135,37135,0,0
140,2,0,0,37135,37135,0,0
140,3,0,0,37135,37135,0,0
140,5,0,0,37135,37135,0,0
140,10,0,0,37135,37135,0,0
140,20,0,0,37135,37135,0,0
140,50,0,0,37135,37135,0,0
140,100,0,0,37135,37135,0,0
141,1,1,1,26743,26743,0,0
141,2,1,0,26743,41999,15256,0
141,3,1,0,26743,41999,15256,0
141,5,1,0,26743,41999,15256,0
141,10,1,0,26743,41999,15256,0
141,20,0,0,41999,41999,0,0
141,50,0,0,41999,41999,0,0
141,100,0,0,41999,41999,0,0
142,1,20,2,3,10403,10400,2808
142,2,19,2,8,10403,10395,2652
142,3,19,2,8,10403,10395,2652
142,5,10,2,55,10403,10348,1248
142,10,1,1,29712,29712,0,0
142,20,1,1,29712,29712,0,0
142,50,1,1,29712,29712,0,0
142,100,1,1,29712,29712,0,0
143,1,6,6,2510,2510,0,0
143,2,6,2,2510,21186,18676,624
143,3,6,2,2510,21186,18676,624
143,5,6,2,2510,21186,18676,624
143,10,4,2,13720,21186,7466,312
143,20,4,0,13720,40969,27249,468
143,50,4,0,13720,40969,27249,468
143,100,0,0,40969,40969,0,0
144,1,4,1,18080,29949,11869,468
144,2,4,1,18080,29949,11869,468
144,3,1,1,29949,29949,0,0
144,5,1,1,29949,29949,0,0
144,10,1,1,29949,29949,0,0
144,20,1,0,29949,44056,14107,0
144,50,0,0,44056,44056,0,0
144,100,0,0,44056,44056,0,0
145,1,7,2,7164,20744,13580,780
145,2,7,2,7164,20744,13580,780
145,3,7,2,7164,20744,13580,780
145,5,7,2,7164,20744,13580,780
145,10,7,2,7164,20744,13580,780
145,20,7,1,7164,26323,19159,936
145,50,1,0,26323,41609,15286,0
145,100,0,0,41609,41609,0,0
146,1,11,2,950,19240,18290,1404
146,2,11,2,950,19240,18290,1404
146,3,11,2,950,19240,18290,1404
146,5,8,2,3229,19240,16011,936
146,10,1,0,22090,38967,16877,0
146,20,1,0,22090,38967,16877,0
146,50,0,0,38967,38967,0,0
146,100,0,0,38967,38967,0,0
147,1,7,2,4798,25592,20794,780
147,2,7,2,4798,25592,20794,780
147,3,7,2,4798,25592,20794,780
147,5,7,2,4798,25592,20794,780
147,10,4,2,18114,25592,7478,312
147,20,3,1,25305,30442,5137,312
147,50,3,0,25305,36693,11388,312
147,100,3,0,25305,36693,11388,312
148,1,10,0,514,37705,37191,1404
148,2,3,0,12046,37705,25659,312
148,3,3,0,12046,37705,25659,312
148,5,3,0,12046,37705,25659,312
148,10,0,0,37705,37705,0,0
148,20,0,0,37705,37705,0,0
148,50,0,0,37705,37705,0,0
148,100,0,0,37705,37705,0,0
149,1,20,0,4,42121,42117,2964
149,2,8,0,1861,42121,40260,1092
149,3,0,0,42121,42121,0,0
149,5,0,0,42121,42121,0,0
149,10,0,0,42121,42121,0,0
149,20,0,0,42121,42121,0,0
149,50,0,0,42121,42121,0,0
149,100,0,0,42121,42121,0,0
150,1,7,0,2858,41704,38846,936
150,2,7,0,2858,41704,38846,936
150,3,7,0,2858,41704,38846,936
150,5,5,0,6241,41704,35463,624
150,10,5,0,6241,41704,35463,624
150,20,5,0,6241,41704,35463,624
150,50,0,0,41704,41704,0,0
150,100,0,0,41704,41704,0,0
151,1,25,2,2,18794,18792,3588
151,2,19,2,37,18794,18757,2652
151,3,12,2,776,18794,18018,1560
151,5,4,0,14844,41101,26257,468
151,10,0,0,41101,41101,0,0
151,20,0,0,41101,41101,0,0
151,50,0,0,41101,41101,0,0
151,100,0,0,41101,41101,0,0
152,1,19,2,16,28289,28273,2652
152,2,19,2,16,28289,28273,2652
152,3,19,2,16,28289,28273,2652
152,5,11,2,240,28289,28049,1404
152,10,4,2,9913,28289,18376,312
152,20,4,1,9913,29864,19951,468
152,50,3,1,28277,29864,1587,312
152,100,3,0,28277,42887,14610,312
153,1,9,2,3800,28875,25075,1092
153,2,9,2,3800,28875,25075,1092
153,3,3,2,28802,28875,73,156
153,5,3,2,28802,28875,73,156
153,10,3,1,28802,33465,4663,312
153,20,3,1,28802,33465,4663,312
153,50,3,1,28802,33465,4663,312
153,100,1,1,33465,33465,0,0
154,1,6,1,10134,27026,16892,780
154,2,6,0,10134,40650,30516,780
154,3,6,0,10134,40650,30516,780
154,5,1,0,27026,40650,13624,0
154,10,1,0,27026,40650,13624,0
154,20,0,0,40650,40650,0,0
154,50,0,0,40650,40650,0,0
154,100,0,0,40650,40650,0,0
155,1,27,19,5,35,30,1248
155,2,27,19,5,35,30,1248
155,3,22,2,17,6261,6244,3120
155,5,22,2,17,6261,6244,3120
155,10,0,0,45368,45368,0,0
155,20,0,0,45368,45368,0,0
155,50,0,0,45368,45368,0,0
155,100,0,0,45368,45368,0,0
156,1,6,0,13595,42994,29399,780
156,2,6,0,13595,42994,29399,780
156,3,6,0,13595,42994,29399,780
156,5,6,0,13595,42994,29399,780
156,10,0,0,42994,42994,0,0
156,20,0,0,42994,42994,0,0
156,50,0,0,42994,42994,0,0
156,100,0,0,42994,42994,0,0
157,1,7,0,449,38191,37742,936
157,2,7,0,449,38191,37742,936
157,3,5,0,2547,38191,35644,624
157,5,4,0,3620,38191,34571,468
157,10,1,0,17042,38191,21149,0
157,20,0,0,38191,38191,0,0
157,50,0,0,38191,38191,0,0
157,100,0,0,38191,38191,0,0
158,1,29,2,1,8308,8307,4212
158,2,6,2,3689,8308,4619,624
158,3,6,2,3689,8308,4619,624
158,5,6,2,3689,8308,4619,624
158,10,6,0,3689,41225,37536,780
158,20,6,0,3689,41225,37536,780
158,50,3,0,8228,41225,32997,312
158,100,0,0,41225,41225,0,0
159,1,1,0,22719,41777,19058,0
159,2,1,0,22719,41777,19058,0
159,3,1,0,22719,41777,19058,0
159,5,1,0,22719,41777,19058,0
159,10,1,0,22719,41777,19058,0
159,20,0,0,41777,41777,0,0
159,50,0,0,41777,41777,0,0
159,100,0,0,41777,41777,0,0
160,1,0,0,45299,45299,0,0
160,2,0,0,45299,45299,0,0
160,3,0,0,45299,45299,0,0
160,5,0,0,45299,45299,0,0
160,10,0,0,45299,45299,0,0
160,20,0,0,45299,45299,0,0
160,50,0,0,45299,45299,0,0
160,100,0,0,45299,45299,0,0
161,1,8,0,4172,39917,35745,1092
161,2,0,0,39917,39917,0,0
161,3,0,0,39917,39917,0,0
161,5,0,0,39917,39917,0,0
161,10,0,0,39917,39917,0,0
161,20,0,0,39917,39917,0,0
161,50,0,0,39917,39917,0,0
161,100,0,0,39917,39917,0,0
162,1,19,6,19,15675,15656,2028
162,2,19,2,19,23188,23169,2652
162,3,6,2,15675,23188,7513,624
162,5,6,2,15675,23188,7513,624
162,10,6,0,15675,45505,29830,780
162,20,0,0,45505,45505,0,0
162,50,0,0,45505,45505,0,0
162,100,0,0,45505,45505,0,0
163,1,4,2,9198,24771,15573,312
163,2,4,2,9198,24771,15573,312
163,3,4,2,9198,24771,15573,312
163,5,4,2,9198,24771,15573,312
163,10,3,2,24697,24771,74,156
163,20,3,2,24697,24771,74,156
163,50,3,2,24697,24771,74,156
163,100,3,2,24697,24771,74,156
164,1,5,2,1838,11252,9414,468
164,2,5,2,1838,11252,9414,468
164,3,5,1,1838,27970,26132,624
164,5,5,1,1838,27970,26132,624
164,10,3,1,11124,27970,16846,312
164,20,3,1,11124,27970,16846,312
164,50,1,0,27970,35006,7036,0
164,100,1,0,27970,35006,7036,0
165,1,7,0,699,44112,43413,936
165,2,1,0,23222,44112,20890,0
165,3,1,0,23222,44112,20890,0
165,5,1,0,23222,44112,20890,0
165,10,1,0,23222,44112,20890,0
165,20,0,0,44112,44112,0,0
165,50,0,0,44112,44112,0,0
165,100,0,0,44112,44112,0,0
166,1,19,0,20,40048,40028,2808
166,2,12,0,162,40048,39886,1716
166,3,11,0,364,40048,39684,1560
166,5,11,0,364,40048,39684,1560
166,10,0,0,40048,40048,0,0
166,20,0,0,40048,40048,0,0
166,50,0,0,40048,40048,0,0
166,100,0,0,40048,40048,0,0
167,1,1,0,20519,42765,22246,0
167,2,1,0,20519,42765,22246,0
167,3,1,0,20519,42765,22246,0
167,5,1,0,20519,42765,22246,0
167,10,0,0,42765,42765,0,0
167,20,0,0,42765,42765,0,0
167,50,0,0,42765,42765,0,0
167,100,0,0,42765,42765,0,0
168,1,7,0,1592,36248,34656,936
168,2,6,0,3367,36248,32881,780
168,3,6,0,3367,36248,32881,780
168,5,6,0,3367,36248,32881,780
168,10,0,0,36248,36248,0,0
168,20,0,0,36248,36248,0,0
168,50,0,0,36248,36248,0,0
168,100,0,0,36248,36248,0,0
169,1,16,0,101,41363,41262,2340
169,2,8,0,2009,41363,39354,1092
169,3,8,0,2009,41363,39354,1092
169,5,3,0,15892,41363,25471,312
169,10,0,0,41363,41363,0,0
169,20,0,0,41363,41363,0,0
169,50,0,0,41363,41363,0,0
169,100,0,0,41363,41363,0,0
170,1,2,2,23864,23864,0,0
170,2,2,2,23864,23864,0,0
170,3,2,2,23864,23864,0,0
170,5,2,2,23864,23864,0,0
170,10,2,1,23864,29749,5885,156
170,20,2,1,23864,29749,5885,156
170,50,1,0,29749,36850,7101,0
170,100,1,0,29749,36850,7101,0
171,1,17,0,49,40157,40108,2496
171,2,7,0,6078,40157,34079,936
171,3,7,0,6078,40157,34079,936
171,5,7,0,6078,40157,34079,936
171,10,0,0,40157,40157,0,0
171,20,0,0,40157,40157,0,0
171,50,0,0,40157,40157,0,0
171,100,0,0,40157,40157,0,0
172,1,0,0,46272,46272,0,0
172,2,0,0,46272,46272,0,0
172,3,0,0,46272,46272,0,0
172,5,0,0,46272,46272,0,0
172,10,0,0,46272,46272,0,0
172,20,0,0,46272,46272,0,0
172,50,0,0,46272,46272,0,0
172,100,0,0,46272,46272,0,0
173,1,32,32,1,1,0,0
173,2,0,0,46171,46171,0,0
173,3,0,0,46171,46171,0,0
173,5,0,0,46171,46171,0,0
173,10,0,0,46171,46171,0,0
173,20,0,0,46171,46171,0,0
173,50,0,0,46171,46171,0,0
173,100,0,0,46171,46171,0,0
174,1,12,12,316,316,0,0
174,2,12,12,316,316,0,0
174,3,0,0,46604,46604,0,0
174,5,0,0,46604,46604,0,0
174,10,0,0,46604,46604,0,0
174,20,0,0,46604,46604,0,0
174,50,0,0,46604,46604,0,0
174,100,0,0,46604,46604,0,0
175,1,1,1,30333,30333,0,0
175,2,1,1,30333,30333,0,0
175,3,1,1,30333,30333,0,0
175,5,1,1,30333,30333,0,0
175,10,1,1,30333,30333,0,0
175,20,1,1,30333,30333,0,0
175,50,1,1,30333,30333,0,0
175,100,1,1,30333,30333,0,0
176,1,10,0,575,45118,44543,1404
176,2,10,0,575,45118,44543,1404
176,3,10,0,575,45118,44543,1404
176,5,6,0,8626,45118,36492,780
176,10,0,0,45118,45118,0,0
176,20,0,0,45118,45118,0,0
176,50,0,0,45118,45118,0,0
176,100,0,0,45118,45118,0,0
177,1,4,4,9520,9520,0,0
177,2,4,2,9520,15477,5957,312
177,3,4,2,9520,15477,5957,312
177,5,3,2,15384,15477,93,156
177,10,3,2,15384,15477,93,156
177,20,0,0,40112,40112,0,0
177,50,0,0,40112,40112,0,0
177,100,0,0,40112,40112,0,0
178,1,18,2,4,12087,12083,2496
178,2,4,0,8068,36443,28375,468
178,3,4,0,8068,36443,28375,468
178,5,4,0,8068,36443,28375,468
178,10,4,0,8068,36443,28375,468
178,20,0,0,36443,36443,0,0
178,50,0,0,36443,36443,0,0
178,100,0,0,36443,36443,0,0
179,1,9,9,1457,1457,0,0
179,2,1,1,29772,29772,0,0
179,3,1,1,29772,29772,0,0
179,5,1,1,29772,29772,0,0
179,10,1,1,29772,29772,0,0
179,20,1,1,29772,29772,0,0
179,50,1,1,29772,29772,0,0
179,100,1,1,29772,29772,0,0
180,1,25,25,15,15,0,0
180,2,25,25,15,15,0,0
180,3,25,2,15,21350,21335,3588
180,5,4,0,19310,43177,23867,468
180,10,0,0,43177,43177,0,0
180,20,0,0,43177,43177,0,0
180,50,0,0,43177,43177,0,0
180,100,0,0,43177,43177,0,0
181,1,17,2,159,21908,21749,2340
181,2,7,0,3227,44609,41382,936
181,3,7,0,3227,44609,41382,936
181,5,7,0,3227,44609,41382,936
181,10,0,0,44609,44609,0,0
181,20,0,0,44609,44609,0,0
181,50,0,0,44609,44609,0,0
181,100,0,0,44609,44609,0,0
182,1,9,2,923,16610,15687,1092
182,2,9,1,923,21958,21035,1248
182,3,9,0,923,37471,36548,1248
182,5,7,0,3571,37471,33900,936
182,10,0,0,37471,37471,0,0
182,20,0,0,37471,37471,0,0
182,50,0,0,37471,37471,0,0
182,100,0,0,37471,37471,0,0
183,1,1,0,16822,41368,24546,0
183,2,0,0,41368,41368,0,0
183,3,0,0,41368,41368,0,0
183,5,0,0,41368,41368,0,0
183,10,0,0,41368,41368,0,0
183,20,0,0,41368,41368,0,0
183,50,0,0,41368,41368,0,0
183,100,0,0,41368,41368,0,0
184,1,3,0,18278,39819,21541,312
184,2,0,0,39819,39819,0,0
184,3,0,0,39819,39819,0,0
184,5,0,0,39819,39819,0,0
184,10,0,0,39819,39819,0,0
184,20,0,0,39819,39819,0,0
184,50,0,0,39819,39819,0,0
184,100,0,0,39819,39819,0,0
185,1,8,1,882,27826,26944,1092
185,2,5,1,12492,27826,15334,624
185,3,5,1,12492,27826,15334,624
185,5,5,1,12492,27826,15334,624
185,10,5,0,12492,38332,25840,624
185,20,5,0,12492,38332,25840,624
185,50,1,0,27826,38332,10506,0
185,100,0,0,38332,38332,0,0
186,1,21,2,5,10567,10562,2964
186,2,21,2,5,10567,10562,2964
186,3,4,2,6494,10567,4073,312
186,5,3,2,10497,10567,70,156
186,10,3,1,10497,34711,24214,312
186,20,3,1,10497,34711,24214,312
186,50,1,1,34711,34711,0,0
186,100,1,1,34711,34711,0,0
187,1,4,0,10149,41491,31342,468
187,2,4,0,10149,41491,31342,468
187,3,1,0,20377,41491,21114,0
187,5,1,0,20377,41491,21114,0
187,10,0,0,41491,41491,0,0
187,20,0,0,41491,41491,0,0
187,50,0,0,41491,41491,0,0
187,100,0,0,41491,41491,0,0
188,1,16,0,126,41263,41137,2340
188,2,3,0,21106,41263,20157,312
188,3,3,0,21106,41263,20157,312
188,5,3,0,21106,41263,20157,312
188,10,0,0,41263,41263,0,0
188,20,0,0,41263,41263,0,0
188,50,0,0,41263,41263,0,0
188,100,0,0,41263,41263,0,0
189,1,22,6,71,8669,8598,2496
189,2,22,6,71,8669,8598,2496
