case_id,method,documents,phase,leaf_size,node_budget,key_bits,candidate_target,recall,p50_ms,predicted_p50_ms,p50_error_percent,p95_ms,predicted_p95_ms,within_twenty_percent,logical_index_bytes,array_capacity_bytes,rss_before_queries,sampled_query_peak,lifetime_peak_bytes,budget_status,mean_scored,mean_split_words,mean_leaf_words,mean_key_attempts,max_mask_bytes,max_key_queue_bytes,power_unchanged
62,branch,65536,fit,8,0,0,0,1.0,28.555291704833508,29.664983525186848,3.8861162120977557,30.055673560127616,29.762272345447673,True,4718592,4718592,74186752,77856768,77856768,fits_by_lifetime_peak,65536.0,12072704.0,12064384.0,0.0,20094976,0,True
63,branch,131072,check,8,0,0,0,1.0,114.5812498871237,111.83457613233114,-2.397140681829157,119.00672207120806,112.1856440630747,True,9437184,9437184,136577024,141656064,141656064,fits_by_lifetime_peak,131072.0,48353024.0,48326144.0,0.0,77070336,0,True
64,keys,2048,check,0,0,12,1000,0.67875,0.1452078577131033,0.12329588440190416,-15.090074088478092,0.1549688633531332,0.1253957653755418,True,113860,81920,48562176,48726016,48726016,fits_by_lifetime_peak,1000.375,0.0,0.0,1979.25,0,32768,True
65,branch,1024,fit,128,512,0,0,1.0,0.0477286521345377,0.05544492394299552,16.166959390990492,0.056325085461139665,0.05603925308427129,True,73728,73728,48463872,48594944,48594944,fits_by_lifetime_peak,1024.0,174.0,190.0,0.0,1024,0,True
66,keys,262144,fit,0,0,8,0,1.0,6.878396030515432,6.962730644429059,1.2260796490850951,7.023087632842362,6.963843714604111,True,10490880,10485760,61980672,65421312,70369280,fits_by_lifetime_peak,262144.0,0.0,0.0,256.0,0,2048,True
67,keys,32768,check,0,0,4,1000,0.08249999999999999,0.07375003769993782,0.08074453830530476,9.48406376932989,0.07966083940118551,0.08171967889070508,True,1311040,1310720,49135616,49283072,50167808,fits_by_lifetime_peak,2050.125,0.0,0.0,1.0,0,16,True
68,keys,65536,fit,0,0,8,0,1.0,1.7801662907004356,1.765470621896352,-0.8255222492894931,1.9088160712271929,1.7670887948697465,True,2626560,2621440,50905088,55279616,55279616,fits_by_lifetime_peak,65536.0,0.0,0.0,256.0,0,2048,True
69,scan,131072,check,0,0,0,0,1.0,3.24418768286705,3.386850070875853,4.3974764087238345,3.4866461995989084,3.3883291275396643,True,5242880,5242880,56721408,60260352,60915712,fits_by_lifetime_peak,131072.0,0.0,0.0,0.0,0,0,True
70,keys,4096,fit,0,0,8,0,1.0,0.14775036834180355,0.1412879239297301,-4.373893943278245,0.1707914052531123,0.1424872345751912,True,168960,163840,48447488,51986432,51986432,fits_by_lifetime_peak,4096.0,0.0,0.0,256.0,0,2048,True
71,branch,65536,fit,32,0,0,0,1.0,8.573250146582723,10.102706892366161,17.839870756519055,9.634029399603605,10.14062856037984,True,4718592,4718592,60112896,63520768,63520768,fits_by_lifetime_peak,65536.0,3044992.0,3046016.0,0.0,5545984,0,True
72,branch,2048,check,32,0,0,0,1.0,0.09852088987827301,0.11618717729643188,17.93151426056582,0.11583415325731038,0.11710359798792873,True,147456,147456,48545792,52035584,52035584,fits_by_lifetime_peak,2048.0,2952.0,2984.0,0.0,8192,0,True
73,keys,131072,check,0,0,8,0,1.0,3.6718538030982018,3.4979461983208733,-4.736234450036937,3.8098354125395417,3.498859453237541,True,5248000,5242880,54476800,57901056,58671104,fits_by_lifetime_peak,131072.0,0.0,0.0,256.0,0,2048,True
74,branch,65536,fit,128,0,0,0,1.0,4.224916687235236,5.188668252332413,22.811137744064027,5.041458294726907,5.205186982392174,False,4718592,4718592,55754752,59211776,59211776,fits_by_lifetime_peak,65536.0,776320.0,777344.0,0.0,1540096,0,True
75,keys,1024,fit,0,0,8,0,1.0,0.051541486755013466,0.06002111688096595,16.452047971099066,0.06332199554890393,0.06112727198590112,True,45940,40960,48463872,51953664,51953664,fits_by_lifetime_peak,1024.0,0.0,0.0,256.0,0,2048,True
76,keys,1024,fit,0,0,12,1000,0.9937499999999999,0.21279137581586838,0.2077386490430897,-2.374497910644125,0.22580623626708984,0.2088180689470787,True,59080,40960,48660480,48807936,48807936,fits_by_lifetime_peak,1000.125,0.0,0.0,4004.75,0,32768,True
77,keys,131072,check,0,0,12,0,1.0,3.7083125207573175,3.6502437005126067,-1.565909559123456,3.8556312676519156,3.651269179799516,True,5324800,5242880,54968320,58490880,59097088,fits_by_lifetime_peak,131072.0,0.0,0.0,4096.0,0,32768,True
